,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,0,0,9.8,-78,"[{'offset': 0, 'projected_percent': '9.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '8.7', 'likelihood': 1}, {'offset': 2, 'projected_percent': '7.6', 'likelihood': 1}]",,False,0,1,3.0,3.0,0,David,3.0,1,False,,,60,154561.jpg,6.0,False,Raya Martín,38.3,False,,a,1,3,6,112529,5795,87755,5777,0.5,1.0,Raya,,200.0,2024-07-04,1995-09-15,False,p154561,90,0,0,1,0,0,0,0,0,0,1,0,24,11.8,0.0,0.0,1.2,1,8,0,0,1,0.00,0.00,0.00,0.20,,,,,,,[],,144,19,592,68,583,68,231,19,0.0,1.0,0.0,0.0,0.2,0.0,61,1,65,6,60,6,6,1,1.0,1.0,0.0
1,True,True,,,109745,0,0,0,0,-70.5,0,"[{'offset': 0, 'projected_percent': '-70.5', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-70.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-70.5', 'likelihood': -3}]",,False,0,1,0.0,0.0,0,Kepa,0.0,2,False,,,50,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.1,False,,a,1,3,0,348,26,1427,38,0.0,0.0,Arrizabalaga,,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,439,63,446,52,387,52,455,63,0.0,0.0,0.0,0.0,0.0,0.0,237,9,452,63,452,63,443,49,0.0,0.0,0.0
2,True,True,,,437495,0,0,0,0,-61.6,0,"[{'offset': 0, 'projected_percent': '-61.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-61.6', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-61.6', 'likelihood': -3}]",,False,0,1,0.0,0.0,0,Illan,0.0,3,False,,,50,437495.jpg,0.0,False,Meslier,0.0,False,,a,1,3,0,107,6,505,13,0.0,0.0,Meslier,,73.0,2026-07-09,2000-03-02,False,p437495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,478,66,488,59,441,59,494,66,0.0,0.0,0.0,0.0,0.0,0.0,303,16,491,66,491,66,526,57,0.0,0.0,0.0
3,True,True,,,226597,0,0,0,0,-9.6,-1156,"[{'offset': 0, 'projected_percent': '-9.7', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-15.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-21.3', 'likelihood': -2}]",,False,0,2,2.5,2.5,0,Gabriel,2.5,4,False,,,80,226597.jpg,5.0,False,dos Santos Magalhães,28.9,False,,a,1,3,5,60662,1897,137241,13133,0.3,0.6,Gabriel,Gabriel Magalhães,30.0,2020-09-01,1997-12-19,False,p226597,90,0,0,1,0,0,0,0,1,0,0,0,21,6.6,1.8,1.0,0.9,4,2,0,4,1,0.05,0.01,0.06,0.20,,,,,,,[],,196,87,193,59,194,66,240,90,0.05,0.0,0.01,0.06,0.2,0.0,8,1,80,30,75,30,8,2,1.0,1.0,4.0
4,True,True,0.0,0.0,445122,0,0,0,0,-55.0,-12,"[{'offset': 0, 'projected_percent': '-55.2', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-61.5', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-67.9', 'likelihood': -3}]",,False,0,2,0.0,0.0,0,Jurriën,0.0,5,False,Groin injury - Unknown return date,2026-07-23T12:01:23.272929Z,65,445122.jpg,0.0,False,Timber,0.1,False,,i,1,3,0,433,32,3240,136,0.0,0.0,J.Timber,Jurriën Timber,152.0,2023-07-14,2001-06-17,False,p445122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.arsenal.com/news/every-word-from-mikel-artetas-pre-coventry-presser-agLtL1y0uKj3?utm_source=premier-league-web&utm_medium=referral&utm_campaign=pl-referral-always-on&utm_term=content-card,610,207,612,207,610,207,612,207,0.0,0.0,0.0,0.0,0.0,0.0,43,3,608,205,608,205,419,149,0.0,0.0,0.0
5,True,True,0.0,0.0,462424,0,0,0,0,-47.7,-45,"[{'offset': 0, 'projected_percent': '-47.9', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-57.0', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-66.1', 'likelihood': -3}]",,False,0,2,0.0,0.0,0,William,0.0,6,False,Back injury - Unknown return date,2026-07-23T12:01:23.289376Z,60,462424.jpg,0.0,False,Saliba,0.3,False,,i,1,3,0,923,77,7148,332,0.0,0.0,Saliba,,73.0,2019-07-25,2001-03-24,False,p462424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.arsenal.com/news/every-word-from-mikel-artetas-pre-coventry-presser-agLtL1y0uKj3?utm_source=premier-league-web&utm_medium=referral&utm_campaign=pl-referral-always-on&utm_term=content-card,594,206,598,206,591,206,598,206,0.0,0.0,0.0,0.0,0.0,0.0,89,9,594,204,594,204,310,117,0.0,0.0,0.0
6,True,True,,,499169,0,0,0,0,1.0,2,"[{'offset': 0, 'projected_percent': '1.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '1.0', 'likelihood': 1}, {'offset': 2, 'projected_percent': '1.0', 'likelihood': 1}]",,False,0,3,1.5,1.5,0,Myles,1.5,7,False,,,55,499169.jpg,3.0,False,Lewis-Skelly,0.7,False,,a,1,3,3,10068,375,9485,434,0.3,0.5,Lewis-Skelly,,241.0,2022-12-04,2006-09-26,False,p499169,90,0,0,1,0,0,0,0,0,0,0,0,15,11.0,22.9,7.0,4.1,1,5,1,7,1,0.06,0.11,0.17,0.20,,,,,,,[],,155,54,54,35,112,59,101,52,0.06,0.0,0.11,0.17,0.2,0.0,196,122,112,48,101,45,226,75,1.0,1.0,7.0
7,True,True,,,466075,0,0,1,-1,6.6,558,"[{'offset': 0, 'projected_percent': '6.8', 'likelihood': 1}, {'offset': 1, 'projected_percent': '14.6', 'likelihood': 1}, {'offset': 2, 'projected_percent': '22.4', 'likelihood': 2}]",,False,0,2,4.5,4.5,0,Riccardo,4.5,8,False,,,56,466075.jpg,9.0,False,Calafiori,41.7,False,,a,1,3,9,318583,8478,44960,3327,0.8,1.6,Calafiori,,106.0,2024-07-29,2002-05-19,False,p466075,80,0,1,1,0,0,0,0,0,0,0,0,31,26.0,12.2,4.0,4.2,4,1,1,5,1,0.04,0.09,0.13,0.06,,,,,,,[],,62,24,105,31,137,45,98,34,0.04,0.0,0.1,0.14,0.07,0.0,113,11,28,10,24,8,5,1,1.12,1.12,5.62
8,True,True,,,448104,0,0,-1,1,-6.9,-93,"[{'offset': 0, 'projected_percent': '-7.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-16.3', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-25.5', 'likelihood': -2}]",,False,0,2,0.5,0.5,0,Piero,0.5,9,False,,,54,448104.jpg,1.0,False,Hincapié,1.5,False,,a,1,3,1,4207,297,41918,872,0.1,0.2,Hincapie,,62.0,2026-07-01,2002-01-09,False,p448104,9,0,0,0,0,0,0,0,0,0,0,0,3,0.4,0.5,0.0,0.1,0,0,0,0,0,0.00,0.00,0.00,0.15,,,,,,,[],,273,102,252,91,514,192,290,102,0.0,0.0,0.0,0.0,1.5,0.0,225,34,256,97,251,95,159,65,0.0,0.0,0.0
9,True,True,100.0,100.0,198869,0,0,0,0,50.7,-72,"[{'offset': 0, 'projected_percent': '50.7', 'likelihood': 3}, {'offset': 1, 'projected_percent': '49.7', 'likelihood': 3}, {'offset': 2, 'projected_percent': '48.7', 'likelihood': 3}]",,False,0,2,5.5,5.5,0,Benjamin,5.5,10,False,,2026-07-23T12:01:23.305229Z,55,198869.jpg,11.0,False,White,6.8,False,,a,1,3,11,149414,4473,29103,4048,1.0,2.0,White,,241.0,2021-07-30,1997-10-08,False,p198869,90,0,1,1,0,0,0,0,0,0,0,2,37,33.2,26.8,13.0,7.3,4,3,1,5,1,0.18,0.21,0.39,0.20,,,,,,,[],,42,15,38,11,76,21,41,11,0.18,0.0,0.21,0.39,0.2,0.0,133,14,14,7,10,5,59,24,1.0,1.0,5.0
