Pos,Name,BV,SV,Team,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,26,1.068,58,1.991,75,3.133,74,2.144,71,3.374,71,2.789,70,2.152,71,2.067
M,Aubameyang,11.7,11.7,Arsenal,81,5.918,79,4.901,78,4.917,77,4.21,76,5.88,75,5.258,75,4.563,74,4.394
D,Cédric,4.7,4.7,Arsenal,1,0.044,3,0.114,4,0.18,3,0.097,5,0.256,4,0.173,5,0.173,6,0.197
F,Lacazette,8.4,8.4,Arsenal,55,3.517,48,2.682,52,2.872,49,2.448,47,3.158,48,2.982,51,2.809,50,2.709
D,Mustafi,5.0,5.0,Arsenal,32,1.339,19,0.669,11,0.469,13,0.391,12,0.581,12,0.485,11,0.351,12,0.364
G,Leno,5.0,5.0,Arsenal,88,3.826,87,3.626,87,3.955,86,3.349,86,4.065,85,3.663,85,3.391,85,3.297
M,Xhaka,5.3,5.3,Arsenal,56,1.849,53,1.597,55,1.737,56,1.576,56,1.95,53,1.713,57,1.664,54,1.568
D,Marí,4.4,4.4,Arsenal,0,0,5,0.162,4,0.157,5,0.14,9,0.394,7,0.256,7,0.204,11,0.304
D,Bellerín,5.0,5.0,Arsenal,84,3.665,80,2.929,79,3.511,78,2.445,77,3.859,76,3.194,75,2.5,74,2.336
G,Martínez,4.8,4.7,Aston Villa,89,3.173,88,3.552,87,3.336,87,3.69,87,3.383,86,3.683,86,3.516,86,3.666
D,Chambers,4.5,4.5,Arsenal,0,0,10,0.367,15,0.66,16,0.499,18,0.909,22,0.928,19,0.635,21,0.664
D,Kolasinac,4.8,4.8,Arsenal,4,0.162,3,0.104,3,0.125,3,0.09,3,0.14,3,0.117,4,0.125,4,0.119
D,Maitland-Niles,4.8,4.8,Arsenal,7,0.312,12,0.455,13,0.586,12,0.389,13,0.664,11,0.473,12,0.415,12,0.394
D,Holding,4.4,4.4,Arsenal,79,3.252,66,2.302,63,2.677,58,1.736,59,2.832,54,2.16,60,1.892,57,1.708
D,Tierney,5.4,5.4,Arsenal,81,3.571,72,2.712,71,3.229,69,2.211,68,3.48,71,3.033,37,1.279,37,1.206
M,Pépé,7.7,7.7,Arsenal,20,1.26,28,1.522,27,1.497,28,1.377,33,2.168,32,1.928,31,1.643,32,1.676
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,1,0.056,0,0
