Pos,Name,BV,SV,Team,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,59,1.62,58,2.153,59,2.684,55,2.437,56,2.667,55,1.821,57,1.687,54,2.115
M,Aubameyang,11.4,11.4,Arsenal,56,2.897,80,4.704,78,5.295,77,5.108,78,5.532,77,4.38,76,4.132,74,4.226
D,Cédric,4.6,4.6,Arsenal,0,0,0,0,1,0.048,1,0.047,0,0,1,0.035,1,0.032,2,0.083
F,Lacazette,8.2,8.2,Arsenal,30,1.463,28,1.546,27,1.694,26,1.583,27,1.733,24,1.303,27,1.411,28,1.483
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,1,0.044,1,0.047,1,0.034,0,0,2,0.078
G,Leno,4.9,4.9,Arsenal,89,3.326,88,3.693,88,4.015,87,3.922,87,4.057,86,3.474,85,3.257,85,3.683
M,Xhaka,5.2,5.2,Arsenal,60,1.637,60,1.761,59,1.9,59,1.872,59,1.949,58,1.664,58,1.618,57,1.686
D,Marí,4.4,4.4,Arsenal,0,0,1,0.037,1,0.044,1,0.043,3,0.139,3,0.099,4,0.12,4,0.155
D,Bellerín,5.1,5.1,Arsenal,75,2.023,72,2.831,73,3.476,71,3.289,73,3.636,71,2.474,71,2.205,69,2.837
G,Martínez,4.9,4.7,Aston Villa,89,3.749,88,3.087,87,3.074,87,3.238,85,3.291,87,3.697,85,3.217,86,3.402
D,Chambers,4.5,4.5,Arsenal,2,0.057,4,0.152,4,0.183,5,0.223,6,0.287,6,0.204,6,0.187,9,0.358
D,Kolasinac,4.8,4.8,Arsenal,1,0.027,2,0.072,2,0.087,4,0.169,3,0.135,3,0.097,5,0.146,5,0.19
D,Maitland-Niles,4.6,4.6,Arsenal,18,0.526,23,0.914,21,1.006,24,1.121,23,1.151,23,0.816,23,0.732,23,0.955
D,Holding,4.4,4.4,Arsenal,73,1.925,74,2.729,73,3.29,75,3.285,71,3.343,71,2.337,70,2.06,68,2.66
D,Tierney,5.3,5.3,Arsenal,80,2.271,75,2.954,75,3.562,75,3.473,77,3.822,73,2.569,72,2.261,73,3.009
M,Pépé,7.6,7.6,Arsenal,46,2.142,45,2.388,44,2.677,46,2.71,48,2.988,46,2.348,42,2.077,42,2.156
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Arsenal,14,0.6,13,0.624,18,0.971,16,0.833,16,0.875,18,0.828,17,0.762,18,0.838
M,Nelson,5.1,5.1,Arsenal,3,0.134,3,0.15,3,0.168,5,0.273,4,0.228,6,0.294,6,0.282,6,0.289
F,Nketiah,5.5,5.5,Arsenal,49,2.343,48,2.561,48,2.907,46,2.702,44,2.737,47,2.461,49,2.481,48,2.453
M,Smith Rowe,4.4,4.4,Arsenal,0,0,0,0,0,0,0,0,0,0,1,0.044,0,0,1,0.044
M,Saka,5.1,5.1,Arsenal,64,2.426,65,2.747,63,3.103,61,2.838,62,3.036,62,2.608,60,2.402,61,2.587
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,30,1.359,21,1.104,23,1.374,28,1.618,26,1.589,27,1.374,26,1.27,30,1.522
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,1,0.035,2,0.07,2,0.074,3,0.116,2,0.084,4,0.15,3,0.118
D,El Mohamady,4.3,4.3,Aston Villa,10,0.442,11,0.258,13,0.332,14,0.452,13,0.475,15,0.672,18,0.6,17,0.68
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.3,4.3,Aston Villa,0,0,2,0.04,2,0.044,2,0.055,3,0.092,5,0.187,2,0.057,5,0.166
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,6.0,6.0,Aston Villa,16,0.749,13,0.495,15,0.581,14,0.585,17,0.752,17,0.796,19,0.798,17,0.81
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Nyland,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Engels,4.4,4.4,Aston Villa,1,0.04,2,0.043,2,0.047,4,0.118,4,0.131,5,0.201,5,0.151,6,0.215
M,Grealish,7.8,7.8,Aston Villa,84,4.812,81,3.389,78,3.373,77,3.754,77,4.104,78,4.473,76,3.798,75,4.32
M,McGinn,5.5,5.5,Aston Villa,84,3.026,81,2.373,80,2.397,77,2.492,78,2.657,75,2.757,75,2.459,75,2.728
D,Hause,4.4,4.4,Aston Villa,33,1.352,13,0.287,16,0.385,19,0.579,23,0.786,24,1.004,22,0.689,23,0.861
M,Trézéguet,5.2,5.2,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Mings,5.3,5.3,Aston Villa,87,3.515,84,1.633,83,1.796,81,2.314,80,2.588,80,3.295,78,2.303,78,2.803
D,Targett,4.6,4.6,Aston Villa,88,3.433,84,1.657,84,1.838,82,2.342,81,2.605,80,3.245,80,2.361,77,2.734
D,Bree,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Nakamba,4.3,4.3,Aston Villa,11,0.364,11,0.327,15,0.447,16,0.495,14,0.446,18,0.593,18,0.559,20,0.651
M,El Ghazi,5.7,5.7,Aston Villa,40,2.602,37,1.805,39,1.946,39,2.177,42,2.543,40,2.574,42,2.36,43,2.822
D,Konsa,4.8,4.8,Aston Villa,57,2.39,82,1.644,81,1.804,79,2.312,75,2.504,74,3.103,78,2.356,76,2.797
D,Guilbert,4.3,4.3,Aston Villa,0,0,1,0.02,0,0,2,0.056,1,0.031,2,0.077,1,0.029,3,0.103
F,Wesley,6.0,6.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Samatta,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Davis,4.3,4.3,Aston Villa,8,0.501,9,0.447,9,0.458,12,0.66,14,0.827,13,0.801,14,0.78,14,0.878
F,Vassilev,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Douglas Luiz,4.9,4.9,Aston Villa,83,2.634,78,2.096,77,2.112,77,2.249,76,2.331,74,2.43,74,2.19,74,2.383
F,Murray,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Lallana,6.2,6.2,Brighton,61,2.244,61,2.237,58,2.241,62,1.915,61,2.271,56,2.323,61,2.167,58,1.872
M,Stephens,4.3,4.3,Burnley,36,1.107,32,1.076,32,1.049,0,0,27,1.591,24,0.759,26,0.748,23,0.664
G,Button,4.0,4.0,West Brom,0,0,1,0.036,0,0,0,0,5,0.37,1,0.035,2,0.079,2,0.081
M,Groß,5.8,5.8,Brighton,57,2.526,58,2.519,55,2.545,56,1.959,55,2.539,59,2.99,55,2.324,59,2.167
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pröpper,4.8,4.8,Brighton,11,0.389,8,0.282,10,0.364,8,0.254,8,0.286,9,0.341,8,0.276,9,0.291
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Burn,4.3,4.3,Brighton,21,0.675,22,0.719,25,1.022,25,0.392,25,0.725,25,1.057,30,0.89,29,0.516
D,Dunk,4.8,4.8,Brighton,87,2.843,86,2.857,82,3.444,82,1.206,80,2.373,80,3.539,80,2.399,77,1.329
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,March,5.0,5.0,Brighton,73,2.671,71,2.605,67,2.609,70,2.155,68,2.586,68,2.818,63,2.263,62,2.01
D,Webster,4.4,4.4,Brighton,75,2.448,73,2.407,75,3.107,69,1.084,73,2.131,72,3.075,70,2.095,70,1.252
D,Veltman,4.3,4.3,Brighton,52,1.547,44,1.32,45,1.712,46,0.63,47,1.213,50,1.943,48,1.303,48,0.746
F,Maupay,6.1,6.1,Brighton,65,3.273,63,3.124,61,3.113,62,2.4,58,3.19,61,3.547,57,2.766,60,2.508
M,Trossard,5.8,5.8,Brighton,67,3.268,67,3.217,67,3.39,63,2.383,64,3.289,66,3.718,65,2.986,65,2.598
G,Ryan,4.4,4.4,Brighton,77,2.948,76,2.95,71,3.062,72,2.498,74,2.74,73,3.137,73,2.746,76,2.635
M,Jahanbakhsh,5.4,5.4,Brighton,23,1.077,22,1.032,22,1.085,26,0.991,26,1.272,25,1.33,26,1.155,28,1.114
M,Izquierdo,5.5,5.5,Brighton,0,0,2,0.089,2,0.093,5,0.188,5,0.236,6,0.305,7,0.304,6,0.235
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,White,4.4,4.4,Brighton,69,2.069,67,2.054,65,2.527,67,0.946,66,1.748,66,2.611,64,1.779,67,1.077
D,Bernardo,3.9,3.9,Brighton,1,0.035,1,0.035,2,0.087,1,0.018,2,0.064,3,0.136,3,0.097,4,0.082
M,Bissouma,4.5,4.5,Brighton,79,2.216,76,2.185,75,2.291,75,1.863,74,2.125,73,2.326,71,2.011,70,1.808
D,Lamptey,4.8,4.8,Brighton,38,1.358,62,2.264,60,2.748,63,1.097,63,2.089,59,2.842,60,1.984,60,1.204
F,Connolly,5.3,5.3,Brighton,31,1.473,30,1.405,28,1.346,29,1.135,30,1.515,31,1.638,32,1.438,31,1.263
M,Alzate,4.3,4.3,Brighton,15,0.542,16,0.574,19,0.705,17,0.539,18,0.654,19,0.742,22,0.766,22,0.709
M,Mac Allister,5.3,5.3,Brighton,17,0.728,12,0.509,14,0.615,11,0.393,13,0.572,12,0.576,15,0.616,12,0.446
D,Tarkowski,5.3,5.3,Burnley,88,2.154,86,3.635,84,3.099,0,0,81,3.183,81,2.299,80,1.277,79,1.127
D,Bardsley,4.5,4.5,Burnley,2,0.046,5,0.196,6,0.204,0,0,8,0.294,9,0.236,9,0.135,10,0.134
D,Pieters,4.3,4.3,Burnley,24,0.616,13,0.567,15,0.574,0,0,15,0.635,14,0.418,19,0.332,20,0.317
M,Cork,5.0,5.0,Burnley,0,0,0,0,0,0,0,0,30,1.849,52,1.633,52,1.48,54,1.519
D,Long,4.4,4.4,Burnley,2,0.05,6,0.245,7,0.25,0,0,11,0.447,12,0.337,12,0.204,17,0.257
F,Rodriguez,5.8,5.8,Burnley,55,2.403,47,2.214,46,2.154,0,0,46,3.635,45,2.058,43,1.625,43,1.617
F,Barnes,6.0,6.0,Burnley,56,2.705,46,2.384,47,2.427,0,0,48,4,47,2.317,48,1.848,47,1.812
D,Mee,4.9,4.9,Burnley,89,2.065,86,3.577,86,3.062,0,0,82,3.083,82,2.232,78,1.194,79,1.072
M,Westwood,5.3,5.3,Burnley,84,2.626,81,2.744,80,2.645,0,0,72,4.122,65,2.09,65,1.802,65,1.793
M,Gudmundsson,5.4,5.4,Burnley,2,0.084,15,0.67,22,0.957,0,0,30,2.22,31,1.278,32,1.115,28,0.975
F,Wood,6.2,6.2,Burnley,72,3.527,71,3.638,70,3.602,0,0,66,5.6,66,3.28,64,2.505,65,2.531
D,Lowton,4.4,4.4,Burnley,87,1.949,83,3.389,82,2.867,0,0,79,2.929,79,2.109,78,1.181,78,1.045
F,Vydra,4.8,4.8,Burnley,5,0.273,10,0.562,8,0.451,0,0,10,0.933,12,0.643,11,0.48,11,0.477
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,39,1.573,56,2.421,55,2.306,0,0,49,3.474,50,2.01,49,1.627,49,1.617
G,Pope,5.4,5.4,Burnley,90,3.381,88,4.034,88,3.769,0,0,83,6.151,87,3.367,88,3.171,86,3.094
D,Taylor,4.5,4.5,Burnley,88,2.028,84,3.512,84,3,0,0,82,3.139,79,2.163,79,1.243,77,1.077
M,Brownhill,4.9,4.9,Burnley,81,2.507,79,2.709,77,2.586,0,0,68,4.015,60,1.992,62,1.779,62,1.768
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,0,0,0,0,0,0,3,0.216,0,0,0,0,1,0.035
M,McNeil,5.7,5.7,Burnley,62,2.254,81,3.117,80,3.008,0,0,78,4.976,77,2.772,75,2.271,74,2.23
