Pos,Name,BV,SV,Team,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,82,3.413,79,2.206,78,3.767,75,3,76,2.313,76,2.185,70,2.668,69,3.007
M,Aubameyang,11.7,11.7,Arsenal,84,5.101,81,4.317,79,5.891,77,5.239,78,4.66,76,4.348,76,4.909,74,5.327
D,Cédric,4.7,4.7,Arsenal,2,0.089,3,0.094,3,0.155,4,0.175,5,0.172,5,0.162,5,0.21,4,0.189
F,Lacazette,8.3,8.3,Arsenal,54,2.898,54,2.636,56,3.602,47,2.853,49,2.683,47,2.484,49,2.82,47,2.978
D,Mustafi,5.0,5.0,Arsenal,12,0.506,12,0.35,11,0.54,11,0.452,12,0.379,14,0.419,12,0.469,14,0.623
G,Leno,5.0,5.0,Arsenal,89,4.04,87,3.342,89,4.27,87,3.788,87,3.444,86,3.317,85,3.638,86,3.896
M,Xhaka,5.3,5.3,Arsenal,78,2.348,64,1.76,57,1.977,52,1.684,51,1.502,52,1.502,48,1.511,54,1.803
D,Marí,4.4,4.4,Arsenal,0,0,4,0.109,7,0.313,7,0.261,9,0.26,10,0.275,11,0.391,11,0.446
D,Bellerín,5.1,5.1,Arsenal,86,3.911,84,2.6,80,4.209,80,3.52,80,2.719,78,2.496,78,3.279,78,3.731
G,Martínez,4.8,4.7,Aston Villa,90,3.439,84,3.61,83,3.269,80,3.519,81,3.346,79,3.373,80,2.821,79,2.824
D,Chambers,4.5,4.5,Arsenal,0,0,9,0.273,16,0.817,21,0.898,22,0.728,24,0.749,23,0.938,22,1.023
D,Kolasinac,4.8,4.8,Arsenal,0,0,1,0.029,2,0.094,4,0.16,4,0.125,4,0.118,4,0.153,4,0.172
D,Maitland-Niles,4.7,4.7,Arsenal,18,0.808,15,0.47,14,0.724,12,0.521,17,0.581,14,0.453,15,0.624,16,0.757
D,Holding,4.4,4.4,Arsenal,70,2.958,64,1.847,63,3.077,64,2.604,59,1.849,62,1.837,62,2.41,60,2.654
D,Tierney,5.4,5.4,Arsenal,75,3.421,70,2.198,67,3.516,68,2.997,65,2.24,66,2.101,64,2.698,62,2.966
M,Pépé,7.6,7.6,Arsenal,0,0,0,0,0,0,29,1.722,30,1.594,30,1.556,29,1.645,24,1.507
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,6,0.34,2,0.101,1,0.067,0,0,0,0,0,0,0,0,0,0
