,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,price_change_hourly_rate,price_change_projections,price_change_locked_until,price_change_calibrating,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,0,0,13.3,84,"[{'offset': 0, 'projected_percent': '14.0', 'likelihood': 1}, {'offset': 1, 'projected_percent': '15.1', 'likelihood': 1}, {'offset': 2, 'projected_percent': '16.2', 'likelihood': 1}]",,False,0,1,5.0,5.0,3,David,5.0,1,False,,,60,154561.jpg,5.0,False,Raya Martín,38.9,False,,a,1,3,15,458999,147317,432881,122175,0.8,2.5,Raya,,200.0,2024-07-04,1995-09-15,False,p154561,270,0,0,2,1,0,0,0,0,0,5,0,60,46.2,0.0,0.0,4.7,4,30,0,0,3,0.00,0.01,0.01,0.92,,,,,,,[],,128,15,640,71,638,71,235,16,0.0,1.67,0.0,0.0,0.31,0.33,61,1,50,3,55,4,5,1,1.0,0.67,0.0
1,True,True,,,109745,-1,1,-1,1,-11.8,-4,"[{'offset': 0, 'projected_percent': '-14.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-18.7', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-23.0', 'likelihood': -2}]",,False,0,1,0.0,0.0,0,Kepa,0.0,2,False,,,49,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.1,False,,a,1,3,0,1145,224,3202,599,0.0,0.0,Arrizabalaga,,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,510,66,510,53,469,52,516,66,0.0,0.0,0.0,0.0,0.0,0.0,368,18,533,66,533,66,463,52,0.0,0.0,0.0
2,True,True,,,437495,-1,1,-1,1,-9.2,-1,"[{'offset': 0, 'projected_percent': '-11.1', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-14.3', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-17.5', 'likelihood': -1}]",,False,0,1,0.0,0.0,0,Illan,0.0,3,False,,,49,437495.jpg,0.0,False,Meslier,0.0,False,,a,1,3,0,356,83,1167,216,0.0,0.0,Meslier,,73.0,2026-07-09,2000-03-02,False,p437495,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,520,67,520,55,482,54,527,67,0.0,0.0,0.0,0.0,0.0,0.0,387,20,541,67,541,67,544,61,0.0,0.0,0.0
3,True,True,,,226597,0,0,0,0,-54.5,-321,"[{'offset': 0, 'projected_percent': '-55.6', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-57.4', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-59.1', 'likelihood': -3}]",,False,0,2,5.0,5.0,2,Gabriel,5.0,4,False,,,80,226597.jpg,5.0,False,dos Santos Magalhães,24.6,False,,a,1,3,15,140491,34843,619650,149900,0.6,1.9,Gabriel,Gabriel Magalhães,30.0,2020-09-01,1997-12-19,False,p226597,270,0,0,2,1,0,0,0,1,0,0,0,54,48.4,7.4,83.0,13.8,19,11,2,21,3,0.49,0.05,0.54,0.92,,,,,,,[],,120,57,230,79,16,1,72,17,0.16,0.0,0.02,0.18,0.31,0.33,7,1,54,21,59,23,10,2,1.0,0.67,7.0
4,True,True,25.0,25.0,445122,0,0,0,0,-0.2,0,"[{'offset': 0, 'projected_percent': '-0.2', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-0.2', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-0.2', 'likelihood': -1}]",2026-09-12T14:30:08.374304Z,False,0,2,0.0,0.0,0,Jurriën,0.0,5,False,Groin injury - 25% chance of playing,2026-07-23T12:01:23.272929Z,65,445122.jpg,0.0,False,Timber,0.1,False,,d,1,3,0,1438,488,6570,1025,0.0,0.0,J.Timber,Jurriën Timber,152.0,2023-07-14,2001-06-17,False,p445122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.arsenal.com/news/every-word-from-artetas-pre-chelsea-presser-avVsQ4u1mzAa,649,214,650,214,649,214,649,214,0.0,0.0,0.0,0.0,0.0,0.0,39,3,649,214,649,214,457,162,0.0,0.0,0.0
5,True,True,0.0,0.0,462424,-1,1,-1,1,-0.9,-8,"[{'offset': 0, 'projected_percent': '-1.6', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-2.6', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-3.7', 'likelihood': -1}]",,False,0,2,0.0,0.0,0,William,0.0,6,False,Back injury - Unknown return date,2026-07-23T12:01:23.289376Z,59,462424.jpg,0.0,False,Saliba,0.2,False,,i,1,3,0,2568,620,14924,2626,0.0,0.0,Saliba,,73.0,2019-07-25,2001-03-24,False,p462424,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],https://www.arsenal.com/news/arteta-issues-update-on-bruno-timber-and-saliba-aKfIr6V2lm7B?utm_source=premier-league-web&utm_medium=referral&utm_campaign=pl-referral-always-on&utm_content=home&utm_term=live-bar,633,213,635,213,632,213,635,213,0.0,0.0,0.0,0.0,0.0,0.0,101,9,636,213,636,213,329,120,0.0,0.0,0.0
6,True,True,,,499169,0,0,0,0,-17.3,-9,"[{'offset': 0, 'projected_percent': '-18.4', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-20.3', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-22.1', 'likelihood': -2}]",,False,0,3,2.7,2.7,2,Myles,2.7,7,False,,,55,499169.jpg,2.7,False,Lewis-Skelly,0.7,False,,a,1,3,8,23488,4946,29332,6791,0.5,1.5,Lewis-Skelly,,241.0,2022-12-04,2006-09-26,False,p499169,226,0,0,2,1,0,0,0,0,0,0,0,35,21.6,38.8,16.0,7.0,5,8,1,14,3,0.16,0.23,0.39,0.79,,,,,,,[],,213,86,96,65,143,73,184,86,0.06,0.0,0.09,0.15,0.31,0.4,171,105,138,59,153,64,226,74,1.19,0.8,5.58
7,True,True,,,466075,0,0,2,-2,94.7,759,"[{'offset': 0, 'projected_percent': '100.8', 'likelihood': 5}, {'offset': 1, 'projected_percent': '110.8', 'likelihood': 5}, {'offset': 2, 'projected_percent': '120.8', 'likelihood': 5}]",,False,1,2,7.3,7.3,2,Riccardo,7.3,8,False,,,57,466075.jpg,7.3,False,Calafiori,48.0,False,,a,1,3,22,1124609,299025,214860,54671,1.3,3.9,Calafiori,,106.0,2024-07-29,2002-05-19,False,p466075,236,0,2,2,1,0,0,0,0,0,0,2,61,51.6,27.3,39.0,11.8,6,6,3,9,3,0.54,0.58,1.12,0.65,,,,,,,[],,112,53,134,42,74,14,94,27,0.21,0.0,0.22,0.43,0.25,0.38,117,11,14,6,15,6,3,1,1.14,0.76,3.43
8,True,True,,,448104,-1,1,-2,2,-22.4,-22,"[{'offset': 0, 'projected_percent': '-23.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-25.0', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-26.7', 'likelihood': -2}]",,False,0,2,0.7,0.7,1,Piero,0.7,9,False,,,53,448104.jpg,1.0,False,Hincapié,1.1,False,,a,1,3,2,10953,2618,89561,12874,0.1,0.4,Hincapie,,62.0,2026-07-01,2002-01-09,False,p448104,32,0,0,0,0,0,0,0,0,0,0,0,6,6.4,1.0,2.0,1.0,2,0,1,3,0,0.00,0.00,0.00,0.28,,,,,,,[],,293,118,306,114,276,106,322,118,0.0,0.0,0.0,0.0,0.79,0.0,234,33,313,115,327,126,184,72,0.0,0.0,8.44
9,True,True,100.0,100.0,198869,0,0,0,0,73.6,41,"[{'offset': 0, 'projected_percent': '73.9', 'likelihood': 3}, {'offset': 1, 'projected_percent': '74.4', 'likelihood': 3}, {'offset': 2, 'projected_percent': '75.0', 'likelihood': 3}]",,False,0,2,6.7,6.7,2,Benjamin,6.7,10,False,,2026-07-23T12:01:23.305229Z,55,198869.jpg,6.7,False,White,7.6,False,,a,1,3,20,384654,76418,212474,70043,1.2,3.6,White,,241.0,2021-07-30,1997-10-08,False,p198869,270,0,1,2,1,0,0,0,0,0,0,3,74,65.4,52.2,23.0,14.1,11,9,4,15,3,0.18,0.29,0.47,0.92,,,,,,,[],,64,31,57,11,117,35,66,16,0.06,0.0,0.1,0.16,0.31,0.33,132,15,26,12,27,12,57,22,1.0,0.67,5.0
10,True,True,75.0,75.0,500040,-1,1,-1,1,-22.3,-508,"[{'offset': 0, 'projected_percent': '-26.4', 'likelihood': -2}, {'offset': 1, 'projected_percent': '-33.0', 'likelihood': -2}, {'offset': 2, 'projected_percent': '-39.7', 'likelihood': -2}]",,False,0,2,3.0,3.0,0,Cristhian,4.0,11,False,Muscular injury - 75% chance of playing,2026-09-04T14:00:08.080310Z,54,500040.jpg,6.0,False,Mosquera,3.3,False,,d,1,3,12,29572,616,282597,108280,0.7,2.2,Mosquera,,200.0,2025-07-24,2004-06-27,False,p500040,168,0,0,2,0,0,0,0,0,0,0,0,52,24.6,2.0,0.0,2.7,10,3,0,10,2,0.00,0.01,0.01,0.53,,,,,,,[],https://www.arsenal.com/news/every-word-artetas-post-chelsea-press-conference-apV972X6joGN,204,87,282,101,598,208,274,105,0.0,0.0,0.01,0.01,0.28,0.0,223,29,77,32,36,17,95,38,1.07,1.07,5.36
11,True,True,,,223340,0,0,0,0,25.7,-83,"[{'offset': 0, 'projected_percent': '25.0', 'likelihood': 2}, {'offset': 1, 'projected_percent': '23.9', 'likelihood': 2}, {'offset': 2, 'projected_percent': '22.8', 'likelihood': 2}]",,False,0,3,7.3,7.3,2,Bukayo,7.3,12,False,,,95,223340.jpg,7.3,False,Saka,11.4,False,,a,1,3,22,371858,126568,219553,83037,0.8,2.3,Saka,,241.0,2018-11-28,2001-09-05,False,p223340,246,2,0,2,1,0,0,0,0,0,0,4,95,94.4,61.9,147.0,30.3,6,12,4,22,3,1.50,0.35,1.85,0.78,2.0,,2.0,,1.0,,[],,22,11,40,35,3,1,5,4,0.55,0.0,0.13,0.68,0.29,0.37,4,3,15,6,16,7,39,14,1.1,0.73,8.05
12,True,True,,,204480,-1,1,-1,1,-8.6,-407,"[{'offset': 0, 'projected_percent': '-10.0', 'likelihood': -1}, {'offset': 1, 'projected_percent': '-12.5', 'likelihood': -1}, {'offset': 2, 'projected_percent': '-14.9', 'likelihood': -1}]",,False,0,3,4.3,4.3,5,Declan,4.3,13,False,,,74,204480.jpg,4.3,False,Rice,13.5,False,,a,1,3,13,74724,17452,496927,90314,0.6,1.8,Rice,,241.0,2023-07-15,1999-01-14,False,p204480,241,0,1,2,1,0,0,0,0,0,0,0,51,64.6,53.9,4.0,12.3,10,11,3,24,3,0.10,0.26,0.36,0.78,1.0,,1.0,,,,[],,65,20,52,43,252,120,85,53,0.04,0.0,0.1,0.14,0.29,0.37,18,11,71,34,76,35,32,13,1.12,0.75,8.96
13,True,True,,,232413,0,0,-1,1,-93.6,-67,"[{'offset': 0, 'projected_percent': '-98.1', 'likelihood': -4}, {'offset': 1, 'projected_percent': '-105.3', 'likelihood': -5}, {'offset': 2, 'projected_percent': '-112.6', 'likelihood': -5}]",,False,0,3,0.7,0.7,0,Eberechi,0.7,14,False,,,64,232413.jpg,1.0,False,Eze,1.3,False,,a,1,3,2,16853,2866,104827,19763,0.1,0.3,Eze,,241.0,2025-08-23,1998-06-29,False,p232413,59,0,0,0,0,0,0,0,0,0,0,0,10,1.6,3.8,3.0,0.7,0,5,0,5,0,0.04,0.07,0.11,0.39,,,3.0,,,,[],,344,158,249,132,261,127,335,153,0.06,0.0,0.11,0.17,0.59,0.0,46,30,330,152,365,170,164,51,0.0,0.0,7.63
14,True,True,,,184029,0,0,1,-1,86.7,3011,"[{'offset': 0, 'projected_percent': '110.9', 'likelihood': 5}, {'offset': 1, 'projected_percent': '150.4', 'likelihood': 5}, {'offset': 2, 'projected_percent': '190.0', 'likelihood': 5}]",,False,1,3,8.0,8.0,10,Martin,8.0,15,True,,,66,184029.jpg,8.0,False,Ødegaard,14.5,False,,a,1,3,24,770986,361774,276542,67080,1.2,3.6,Ødegaard,,161.0,2021-08-20,1998-12-17,False,p184029,221,2,0,2,1,0,0,0,0,0,0,6,101,102.4,102.5,66.0,27.1,3,8,5,16,3,1.01,1.05,2.06,0.66,4.0,,4.0,,3.0,,[],,11,7,12,12,37,22,11,9,0.41,0.0,0.43,0.84,0.27,0.41,32,21,8,5,9,6,27,10,1.22,0.81,6.52
15,True,True,,,248857,0,0,-2,2,-41.7,-9,"[{'offset': 0, 'projected_percent': '-44.8', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-49.9', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-54.9', 'likelihood': -3}]",,False,0,3,0.7,0.7,1,Noni,0.7,16,False,,,63,248857.jpg,1.0,False,Madueke,0.2,False,,a,1,3,2,3839,1151,19285,2981,0.1,0.3,Madueke,,241.0,2025-07-18,2002-03-10,False,p248857,23,0,0,0,0,0,0,0,0,0,0,0,11,11.6,43.9,0.0,5.6,0,2,1,3,0,0.00,0.05,0.05,0.15,6.0,,,,,,[],,259,107,77,55,645,286,216,99,0.0,0.0,0.2,0.2,0.59,0.0,55,39,328,151,364,169,322,115,0.0,0.0,11.74
16,True,True,,,195384,0,0,-1,1,-87.1,-15,"[{'offset': 0, 'projected_percent': '-89.9', 'likelihood': -3}, {'offset': 1, 'projected_percent': '-94.4', 'likelihood': -3}, {'offset': 2, 'projected_percent': '-99.0', 'likelihood': -4}]",,False,0,3,0.7,0.7,0,Mikel,0.7,17,False,,,59,195384.jpg,0.7,False,Merino Zazón,0.5,False,,a,1,3,2,6886,1403,36344,7218,0.1,0.3,Merino,,200.0,2024-08-27,1996-06-22,False,p195384,46,0,0,0,0,0,0,0,1,0,0,0,12,6.4,3.3,14.0,2.4,0,6,0,6,0,0.14,0.02,0.16,0.26,,,,,,,[],,295,126,258,136,163,80,282,124,0.27,0.0,0.04,0.31,0.51,0.0,89,58,326,150,381,180,260,87,0.0,0.0,11.74
