,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
0,0.0,0.0,37605,0,0,-3,3,0,3,0.0,0.0,0,Mesut,0.0,1,False,Not included in Arsenal's 25-man Premier League squad,2020-10-20T22:30:18.118477Z,67,37605.jpg,0.0,Özil,0.5,False,,u,1,3,0,3441,3,53595,164,0.0,0.0,Özil,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,641,257,641,257,641,257,641,257,,,,,,
1,0.0,0.0,39476,0,0,-2,2,0,2,0.0,0.0,0,Sokratis,0.0,2,False,Left the club by mutual consent on 20/1,2020-10-21T10:30:18.546407Z,48,39476.jpg,0.0,Papastathopoulos,0.1,False,,u,1,3,0,10266,1,18944,19,0.0,0.0,Sokratis,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,599,219,589,219,582,215,602,219,,,,,,
2,100.0,100.0,41270,0,0,-1,1,0,2,2.7,2.7,6,David,2.2,3,False,,2020-12-26T18:00:15.638627Z,54,41270.jpg,2.0,Luiz Moreira Marinho,0.8,False,,a,1,3,20,42797,918,92546,597,0.4,3.7,David Luiz,659,0,0,2,9,0,0,0,1,0,0,0,108,115.4,28.8,56.0,20.0,259,99,312,100,250,76,297,97,,,4.0,,,
3,100.0,100.0,54694,0,0,-7,7,1,3,5.3,5.3,15,Pierre-Emerick,4.8,4,False,,2020-12-19T20:30:20.434896Z,113,54694.jpg,4.2,Aubameyang,7.2,False,,a,1,3,71,552627,29458,3199479,6505,0.4,6.3,Aubameyang,1514,5,1,7,16,1,0,0,2,0,0,6,202,272.2,226.3,519.0,101.8,113,39,69,49,20,12,32,22,,,,,1.0,
4,100.0,100.0,58822,0,0,-4,4,0,2,2.9,2.9,12,Cédric,2.4,5,False,,2020-09-23T09:00:14.881983Z,46,58822.jpg,6.5,Soares,0.2,False,,a,1,3,13,5663,1328,35588,311,0.5,2.8,Cédric,95,0,1,1,0,0,0,0,0,0,0,3,42,29.2,32.3,2.0,6.4,381,151,302,93,400,151,387,145,,,,,,
5,,,59966,0,0,-2,2,1,4,6.7,6.7,2,Alexandre,6.2,6,False,,,83,59966.jpg,3.9,Lacazette,6.2,False,,a,1,3,62,789409,48701,659014,37973,0.7,7.5,Lacazette,1031,7,0,5,8,0,0,0,2,0,0,9,226,328.2,187.6,498.0,101.1,64,9,92,8,22,9,34,11,,,,,3.0,
6,100.0,100.0,69140,0,0,0,0,0,2,0.7,0.7,0,Shkodran,0.2,7,False,,2020-08-15T10:00:11.331812Z,50,69140.jpg,1.0,Mustafi,0.1,False,,a,1,3,3,13234,97,13150,156,0.0,0.6,Mustafi,45,0,0,0,1,0,0,0,0,0,0,0,16,11.6,1.0,0.0,1.3,422,165,420,165,607,223,444,167,,,,,,
7,,,80201,0,0,0,0,2,1,7.1,7.1,6,Bernd,6.6,8,False,,,50,80201.jpg,4.2,Leno,9.2,False,,a,1,3,79,737358,23515,688931,15790,1.3,15.8,Leno,1710,0,0,7,19,0,1,0,0,0,44,6,367,384.0,0.0,0.0,38.4,33,13,613,65,609,63,205,13,,,,,,
8,100.0,100.0,84450,0,0,-3,3,0,3,4.5,4.5,3,Granit,4.0,9,False,,2020-12-13T22:30:16.182130Z,52,84450.jpg,2.3,Xhaka,0.4,False,,a,1,3,34,32839,929,68396,897,0.8,6.5,Xhaka,1174,1,0,6,12,0,0,0,2,1,0,1,175,201.4,74.6,85.0,36.1,171,66,212,131,200,106,218,101,,,1.0,,,
9,75.0,75.0,92371,0,0,-1,1,0,2,2.5,2.5,0,Pablo,2.8,10,False,Calf injury - 75% chance of playing,2021-01-14T22:00:26.195009Z,44,92371.jpg,4.7,Marí,0.2,False,,d,1,3,14,31080,175,18406,3280,0.6,3.2,Marí,270,0,0,2,1,0,0,0,1,0,0,1,63,59.0,11.7,4.0,7.4,338,130,358,132,389,149,371,137,,,,,,
