Pos,Name,BV,SV,Team,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,53,1.643,50,1.276,47,1.698,51,2.186,48,2.099,47,2.19,47,1.505,46,1.364
M,Aubameyang,11.5,11.5,Arsenal,80,4.48,78,4.06,77,4.481,76,5.192,76,5.008,74,5.146,76,4.361,71,3.907
D,Cédric,4.6,4.6,Arsenal,1,0.033,0,0,0,0,1,0.046,0,0,1,0.05,1,0.035,2,0.065
F,Lacazette,8.3,8.3,Arsenal,50,2.606,48,2.361,45,2.403,45,2.764,46,2.729,47,2.897,43,2.308,49,2.498
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,1,0.046,0,0,1,0.03
G,Leno,5.0,5.0,Arsenal,87,3.418,87,3.204,87,3.654,87,3.866,86,3.867,86,4,87,3.475,86,3.304
M,Xhaka,5.2,5.2,Arsenal,0,0,66,1.744,62,1.791,65,2.025,63,1.968,62,2.013,62,1.741,60,1.662
D,Marí,4.4,4.4,Arsenal,1,0.029,2,0.049,1,0.033,2,0.078,3,0.12,2,0.085,4,0.119,4,0.111
D,Bellerín,5.2,5.2,Arsenal,81,2.625,82,2.178,80,3.015,79,3.566,78,3.558,78,3.814,76,2.535,75,2.308
G,Martínez,4.8,4.7,Aston Villa,83,3.442,83,3.496,80,2.795,82,2.9,82,3.047,80,3.088,81,3.388,81,3.031
D,Chambers,4.5,4.5,Arsenal,6,0.194,9,0.244,9,0.334,6,0.266,10,0.447,9,0.429,11,0.366,12,0.37
D,Kolasinac,4.8,4.8,Arsenal,15,0.458,12,0.305,14,0.494,13,0.544,15,0.638,17,0.772,19,0.596,19,0.553
D,Maitland-Niles,4.6,4.6,Arsenal,9,0.3,7,0.197,8,0.308,10,0.453,11,0.504,8,0.389,12,0.41,11,0.35
D,Holding,4.4,4.4,Arsenal,56,1.764,52,1.354,57,2.084,54,2.349,57,2.514,55,2.598,53,1.722,54,1.622
D,Tierney,5.4,5.4,Arsenal,81,2.66,81,2.189,77,2.95,77,3.489,75,3.434,78,3.823,76,2.572,74,2.314
M,Pépé,7.6,7.6,Arsenal,41,2.035,39,1.808,35,1.804,38,2.248,32,1.851,38,2.291,37,1.889,35,1.718
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,18,0.868,17,0.767,16,0.794,20,1.122,19,1.036,16,0.904,18,0.883,21,0.983
M,Nelson,5.2,5.2,Arsenal,22,1.029,15,0.67,17,0.83,18,0.995,19,1.02,18,0.993,19,0.908,20,0.927
F,Nketiah,5.5,5.5,Arsenal,24,1.352,22,1.171,22,1.259,22,1.437,20,1.269,22,1.444,20,1.149,23,1.263
M,Smith Rowe,4.4,4.4,Arsenal,1,0.044,1,0.042,1,0.044,1,0.05,1,0.049,1,0.051,1,0.044,1,0.043
M,Saka,5.2,5.2,Arsenal,66,2.805,60,2.412,61,2.707,58,2.935,60,2.947,60,3.065,60,2.626,56,2.36
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,15,0.73,25,1.136,32,1.598,33,1.876,35,1.94,33,1.892,34,1.677,34,1.597
D,Saliba,4.1,4.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,6,0.247,6,0.25,9,0.314,7,0.247,7,0.259,9,0.344,8,0.331,8,0.297
D,El Mohamady,4.3,4.3,Aston Villa,8,0.353,9,0.4,9,0.198,10,0.258,11,0.357,11,0.4,11,0.48,12,0.391
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.3,4.3,Aston Villa,2,0.073,2,0.074,4,0.074,3,0.066,5,0.138,5,0.151,5,0.181,6,0.164
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,6.0,6.0,Aston Villa,25,1.183,27,1.248,26,0.953,27,1.019,30,1.219,30,1.31,33,1.505,33,1.348
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Nyland,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Engels,4.4,4.4,Aston Villa,6,0.234,6,0.238,10,0.194,12,0.275,11,0.32,11,0.354,14,0.542,13,0.377
M,Grealish,7.8,7.4,Aston Villa,84,4.921,81,4.573,78,3.167,78,3.306,74,3.564,76,4.043,74,4.162,74,3.651
M,McGinn,5.5,5.5,Aston Villa,81,2.955,80,2.884,79,2.271,76,2.276,77,2.467,75,2.561,75,2.711,73,2.373
D,Hause,4.4,4.4,Aston Villa,7,0.287,10,0.413,10,0.207,13,0.315,14,0.428,12,0.409,14,0.566,17,0.518
M,Trézéguet,5.3,5.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Mings,5.3,5.3,Aston Villa,85,3.405,83,3.38,80,1.427,81,1.762,79,2.257,81,2.596,80,3.171,80,2.28
D,Targett,4.5,4.5,Aston Villa,84,3.314,83,3.33,82,1.493,79,1.745,80,2.287,80,2.557,77,3.011,78,2.229
D,Bree,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Nakamba,4.3,4.3,Aston Villa,4,0.135,4,0.134,5,0.15,5,0.152,6,0.189,8,0.26,8,0.267,8,0.252
M,El Ghazi,5.7,5.7,Aston Villa,32,2.009,32,1.933,31,1.403,35,1.641,36,1.868,36,2.05,38,2.263,41,2.158
D,Konsa,4.7,4.7,Aston Villa,84,3.43,81,3.351,82,1.504,80,1.783,80,2.335,80,2.635,78,3.15,76,2.216
D,Guilbert,4.3,4.3,Aston Villa,1,0.037,2,0.076,3,0.055,3,0.065,4,0.111,3,0.093,4,0.149,4,0.111
F,Wesley,6.0,6.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Samatta,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Davis,4.3,4.3,Aston Villa,12,0.778,12,0.751,15,0.727,16,0.804,18,0.986,17,1.021,19,1.145,17,0.932
F,Vassilev,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Douglas Luiz,4.9,4.9,Aston Villa,76,2.476,76,2.453,73,1.946,74,2.022,73,2.131,73,2.238,68,2.206,72,2.111
F,Murray,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Lallana,6.2,6.2,Brighton,67,3.222,69,2.778,68,2.75,64,2.659,64,2.095,62,2.538,60,2.82,61,2.39
M,Stephens,4.3,4.3,Burnley,37,1.169,31,0.955,27,0.927,29,0.97,27,0.773,29,0.893,29,0.926,31,0.883
G,Button,4.0,4.0,West Brom,1,0.037,1,0.035,1,0.037,2,0.073,2,0.072,2,0.075,3,0.105,3,0.121
M,Groß,5.8,5.8,Brighton,63,3.325,64,2.795,65,2.845,63,2.817,62,2.126,64,2.814,62,3.149,62,2.587
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pröpper,4.8,4.8,Brighton,36,1.397,31,1.066,30,1.041,33,1.168,35,1.048,33,1.131,31,1.175,34,1.141
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Burn,4.3,4.3,Brighton,50,2.441,47,1.478,50,1.659,50,1.991,49,0.708,47,1.382,47,2.058,51,1.544
D,Dunk,4.8,4.8,Brighton,83,4.169,82,2.604,81,2.716,79,3.202,79,1.073,78,2.317,77,3.472,76,2.318
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,March,5.0,5.0,Brighton,54,2.601,54,2.211,54,2.21,52,2.184,53,1.768,52,2.148,53,2.487,51,2.017
D,Webster,4.4,4.4,Brighton,62,3.027,63,2.01,62,2.082,62,2.494,64,0.959,61,1.823,62,2.724,59,1.819
D,Veltman,4.3,4.3,Brighton,50,2.286,46,1.338,50,1.541,51,1.882,50,0.648,50,1.345,49,1.987,50,1.41
F,Maupay,6.1,6.1,Brighton,70,4.143,67,3.412,67,3.393,69,3.483,62,2.42,64,3.366,69,4.045,65,3.129
M,Trossard,5.9,5.9,Brighton,54,3.174,56,2.758,51,2.517,57,2.823,55,2.073,56,2.771,55,3.138,53,2.457
G,Ryan,4.4,4.4,Brighton,88,4.138,88,3.367,87,3.406,88,3.77,87,3.012,86,3.211,87,3.818,85,3.231
M,Jahanbakhsh,5.4,5.4,Brighton,16,0.889,15,0.711,14,0.67,16,0.771,17,0.645,16,0.77,18,0.974,20,0.894
M,Izquierdo,5.5,5.5,Brighton,7,0.368,12,0.542,15,0.677,17,0.777,15,0.555,18,0.817,17,0.874,20,0.862
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,White,4.4,4.4,Brighton,61,2.791,63,1.853,62,1.931,61,2.282,61,0.82,64,1.745,61,2.486,62,1.773
D,Bernardo,3.9,3.9,Brighton,1,0.052,2,0.069,2,0.072,2,0.086,2,0.035,3,0.098,3,0.141,4,0.133
M,Bissouma,4.5,4.5,Brighton,79,2.667,76,2.201,76,2.231,76,2.318,72,1.811,74,2.141,73,2.387,73,2.092
D,Lamptey,4.8,4.8,Brighton,44,2.422,43,1.54,42,1.578,43,1.92,45,0.763,44,1.49,45,2.244,46,1.573
F,Connolly,5.3,5.3,Brighton,27,1.446,26,1.247,27,1.295,23,1.106,31,1.2,29,1.421,29,1.551,28,1.269
M,Alzate,4.4,4.4,Brighton,12,0.495,12,0.436,12,0.44,13,0.482,13,0.414,13,0.472,17,0.68,18,0.639
M,Mac Allister,5.3,5.3,Brighton,20,0.976,22,0.922,21,0.88,23,0.978,20,0.696,22,0.929,24,1.142,21,0.851
D,Tarkowski,5.3,5.3,Burnley,85,2.855,83,2.001,83,3.563,83,3.179,79,1.061,82,2.146,79,2.327,76,1.144
D,Bardsley,4.5,4.5,Burnley,21,0.656,19,0.419,21,0.844,22,0.768,25,0.295,28,0.671,26,0.701,31,0.413
D,Pieters,4.3,4.3,Burnley,5,0.175,6,0.156,5,0.22,7,0.278,8,0.124,10,0.277,9,0.278,11,0.185
M,Cork,5.0,5.0,Burnley,30,0.989,45,1.402,60,2.027,58,1.915,59,1.644,54,1.656,60,1.874,57,1.597
D,Long,4.4,4.4,Burnley,8,0.265,9,0.22,12,0.497,11,0.406,17,0.243,11,0.289,15,0.434,17,0.269
F,Rodriguez,5.8,5.8,Burnley,51,2.222,50,2.207,46,2.359,48,2.402,47,1.802,48,2.103,49,2.33,52,1.949
F,Barnes,6.0,6.0,Burnley,33,1.572,33,1.594,32,1.77,35,1.896,36,1.451,34,1.6,34,1.751,35,1.396
D,Mee,4.9,4.9,Burnley,85,2.79,83,1.924,82,3.47,82,3.043,78,0.994,82,2.073,80,2.272,79,1.136
M,Westwood,5.3,5.3,Burnley,77,2.443,73,2.256,71,2.544,75,2.588,69,1.907,70,2.178,71,2.317,69,1.907
M,Gudmundsson,5.4,5.4,Burnley,16,0.656,23,0.925,29,1.319,33,1.451,34,1.186,32,1.264,31,1.298,31,1.083
F,Wood,6.2,6.2,Burnley,63,3.009,65,3.169,62,3.443,63,3.446,60,2.461,63,3.011,59,3.091,58,2.347
D,Lowton,4.4,4.4,Burnley,74,2.362,75,1.677,75,3.055,73,2.587,73,0.899,68,1.67,70,1.915,67,0.945
F,Vydra,4.8,4.8,Burnley,7,0.366,7,0.365,8,0.468,9,0.528,9,0.401,9,0.461,9,0.5,9,0.398
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,58,2.292,54,2.104,52,2.395,48,2.145,49,1.659,51,1.986,51,2.128,51,1.709
G,Pope,5.4,5.4,Burnley,89,3.721,88,3.32,87,4.003,87,3.785,87,3.131,87,3.309,87,3.4,86,3.094
D,Taylor,4.4,4.4,Burnley,83,2.735,85,1.971,82,3.458,81,2.977,79,1.025,78,1.98,80,2.262,77,1.132
M,Brownhill,4.9,4.9,Burnley,69,2.198,63,1.962,60,2.147,53,1.868,60,1.7,59,1.864,56,1.85,57,1.626
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,1,0.036,2,0.089,1,0.042,0,0,1,0.037,1,0.038,2,0.07
