Pos,Name,BV,SV,Team,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,32,0.886,60,2.874,52,2.085,46,1.424,51,1.44,48,1.795,51,2.195,50,2.309
M,Aubameyang,11.6,11.6,Arsenal,84,4.165,82,5.858,79,5.222,79,4.638,77,4.315,77,4.788,75,5.206,73,5.067
D,Cédric,4.7,4.7,Arsenal,1,0.03,2,0.102,3,0.13,1,0.034,1,0.031,3,0.122,2,0.092,4,0.197
F,Lacazette,8.3,8.3,Arsenal,55,2.538,53,3.299,51,3.002,53,2.832,53,2.726,54,2.989,47,2.886,44,2.691
D,Mustafi,5.0,5.0,Arsenal,5,0.142,2,0.097,1,0.041,0,0,1,0.03,1,0.038,1,0.044,1,0.047
G,Leno,5.0,5.0,Arsenal,89,3.402,88,4.23,87,3.8,87,3.453,86,3.28,88,3.746,85,3.838,85,4.009
M,Xhaka,5.3,5.3,Arsenal,60,1.671,61,2.091,50,1.618,49,1.457,49,1.428,48,1.504,51,1.699,49,1.668
D,Marí,4.4,4.4,Arsenal,0,0,4,0.178,9,0.338,8,0.235,10,0.269,10,0.349,12,0.483,9,0.389
D,Bellerín,5.2,5.2,Arsenal,87,2.485,84,4.248,80,3.367,81,2.625,81,2.397,80,3.145,79,3.566,77,3.726
G,Martínez,4.8,4.7,Aston Villa,89,3.89,86,3.402,84,3.719,80,3.323,83,3.595,82,2.872,83,2.956,81,2.984
D,Chambers,4.5,4.5,Arsenal,0,0,8,0.4,20,0.845,23,0.756,20,0.604,20,0.789,25,1.138,21,1.019
D,Kolasinac,4.8,4.8,Arsenal,0,0,5,0.234,3,0.119,7,0.217,7,0.2,6,0.224,6,0.254,7,0.319
D,Maitland-Niles,4.7,4.7,Arsenal,13,0.394,11,0.566,8,0.348,7,0.24,7,0.222,7,0.285,8,0.368,8,0.394
D,Holding,4.4,4.4,Arsenal,72,1.964,52,2.489,50,2.006,50,1.552,47,1.338,51,1.912,47,2.022,48,2.216
D,Tierney,5.4,5.4,Arsenal,82,2.376,76,3.862,76,3.227,75,2.48,75,2.268,74,2.947,70,3.193,73,3.562
M,Pépé,7.6,7.6,Arsenal,0,0,0,0,38,2.188,36,1.867,37,1.853,36,1.969,34,2.053,33,1.999
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,26,1.128,26,1.499,23,1.25,23,1.132,22,1.039,22,1.139,23,1.297,21,1.176
