,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
10,True,True,100.0,100.0,184029,0,0,-2,2,0,3,5.4,5.4,3,Martin,4.4,13,False,,2024-09-10T00:30:06.311550Z,83,184029.jpg,4.0,False,Ødegaard,6.1,False,,a,1,3,36,517458,1341,1453110,5432,0.5,4.3,Ødegaard,161.0,725,1,2,5,5,0,0,0,1,0,0,3,157,172.2,307.1,161.0,64.2,9,2.36,2.01,4.37,5.82,184,73,38,31,98,63,80,49,3.0,,1.0,,2.0,,0.29,0.0,0.25,0.54,0.72,0.62,11,8,37,18,51,21,67,21,1.12,0.62
11,True,True,100.0,100.0,154561,0,0,1,-1,1,1,5.4,5.4,6,David,4.4,15,False,,2024-09-25T21:30:06.211210Z,56,154561.jpg,4.0,False,Raya Martin,30.7,False,,a,1,3,64,2161361,10237,1718061,2756,0.8,11.4,Raya,200.0,1440,0,0,6,15,0,0,0,2,0,40,6,233,351.2,0.0,0.0,35.2,16,0.00,0.01,0.01,14.35,34,12,687,72,685,72,195,12,,,,,,,0.0,2.5,0.0,0.0,0.9,0.94,102,1,32,2,50,8,5,1,1.0,0.38
12,True,True,75.0,100.0,204480,0,0,-3,3,0,3,2.8,3.8,3,Declan,2.8,16,False,Muscle injury - 75% chance of playing,2024-12-14T22:30:07.561621Z,62,204480.jpg,2.4,False,Rice,2.6,False,,d,1,3,33,165674,372,560827,763,0.5,5.3,Rice,241.0,1163,0,2,4,15,0,0,0,3,1,0,2,206,227.2,379.5,116.0,71.8,14,0.97,2.42,3.39,11.31,126,45,19,16,133,88,61,39,2.0,,2.0,,,,0.08,0.0,0.19,0.27,0.88,1.16,61,39,97,51,198,88,116,35,1.08,0.31
13,True,True,100.0,100.0,223340,0,0,6,-6,4,3,8.8,8.8,3,Bukayo,7.8,17,True,,2024-11-10T23:00:07.191683Z,106,223340.jpg,7.1,False,Saka,44.3,False,,a,1,3,106,5074977,8565,3615825,7323,0.7,10.0,Saka,241.0,1245,5,11,6,12,0,0,0,3,0,0,16,430,514.2,629.9,602.0,174.5,15,4.20,5.60,9.80,9.86,6,3,1,1,3,2,2,2,1.0,,,,1.0,,0.3,0.0,0.4,0.7,0.71,0.87,4,3,4,3,3,3,3,3,1.08,0.43
14,True,True,100.0,100.0,462424,0,0,2,-2,2,2,8.8,8.8,7,William,7.8,18,False,,2024-10-19T19:30:06.564445Z,62,462424.jpg,4.1,False,Saliba,29.6,False,,a,1,3,62,1761645,18501,2807720,2469,1.3,10.0,Saliba,73.0,1289,2,0,6,13,0,0,0,2,1,0,6,254,316.4,46.2,89.0,45.4,15,1.88,0.65,2.53,11.71,50,17,276,78,167,31,142,35,,,,,,,0.13,0.0,0.05,0.18,0.82,0.91,69,3,3,1,43,7,7,2,1.05,0.42
15,True,True,100.0,100.0,167199,0,0,0,0,0,3,4.4,4.4,1,Thomas,3.4,20,False,,2024-11-30T22:00:07.258906Z,50,167199.jpg,3.2,False,Partey,0.9,False,,a,1,3,48,252119,144,213392,563,0.7,9.6,Thomas,81.0,1218,2,1,4,13,0,0,0,2,0,0,5,257,277.8,164.4,96.0,54.1,13,1.19,0.95,2.14,12.44,77,27,111,81,157,99,105,62,,,,,,,0.09,0.0,0.07,0.16,0.92,0.96,196,121,67,33,101,42,211,62,0.96,0.3
16,True,True,100.0,100.0,192895,0,0,-2,2,0,2,1.0,1.0,0,Kieran,0.0,21,False,,2024-08-12T14:30:04.394338Z,43,192895.jpg,0.0,False,Tierney,0.0,False,,a,1,3,0,1674,18,4650,27,0.0,0.0,Tierney,243.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,554,213,544,212,514,202,556,213,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,546,125,492,198,560,212,558,196,0.0,0.0
17,True,True,0.0,0.0,223723,0,0,-2,2,0,2,0.0,0.0,0,Tomiyasu,0.0,22,False,Knee injury - Unknown return date,2024-10-18T16:00:06.930143Z,48,223723.jpg,1.0,False,Takehiro,0.0,False,,i,1,3,1,1384,6,7299,7,0.0,0.2,Tomiyasu,108.0,6,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.3,9.0,1.0,0,0.18,0.00,0.18,0.04,468,162,439,156,348,118,454,155,,,,,,,2.7,0.0,0.0,2.7,0.6,0.0,306,34,620,224,422,142,550,193,0.0,0.0
18,True,True,100.0,100.0,116216,0,0,-2,2,1,3,4.6,4.6,1,Leandro,3.6,23,False,,2024-11-21T08:30:08.540890Z,68,116216.jpg,3.1,False,Trossard,1.8,False,,a,1,3,49,366147,239,434550,1514,0.5,7.2,Trossard,21.0,854,3,2,3,11,0,0,0,0,1,0,5,180,218.4,219.2,277.0,71.3,10,2.50,1.07,3.57,6.81,139,50,68,53,43,26,62,40,4.0,,,,4.0,,0.26,0.0,0.11,0.37,0.72,1.16,31,16,61,29,118,51,152,45,1.05,0.32
19,True,True,0.0,0.0,198869,0,0,-4,4,0,2,0.0,0.0,0,Benjamin,0.0,24,False,Knee injury - Unknown return date,2024-11-14T13:00:07.861117Z,61,198869.jpg,3.0,False,White,2.5,False,,i,1,3,27,145168,16,942872,640,0.0,4.4,White,241.0,694,0,1,3,7,0,0,0,2,0,0,0,112,128.4,55.3,29.0,21.3,7,0.13,0.32,0.45,9.87,236,89,254,67,283,88,275,88,,,,,,,0.02,0.0,0.04,0.06,1.28,0.91,73,4,683,230,126,34,120,50,0.91,0.39
20,True,True,25.0,25.0,206325,0,0,-2,2,0,2,0.6,0.6,0,Oleksandr,1.4,25,False,Knock - 25% chance of playing,2024-12-09T09:30:06.099861Z,48,206325.jpg,2.5,False,Zinchenko,1.0,False,,d,1,3,15,87308,5,294406,545,0.3,3.1,Zinchenko,225.0,234,0,0,2,0,0,0,0,1,0,0,0,60,22.2,23.2,21.0,6.7,2,0.06,0.08,0.14,1.73,390,137,321,103,300,95,372,121,,,,,,,0.02,0.0,0.03,0.05,0.67,0.0,300,33,204,59,174,50,204,80,0.77,0.77
21,True,True,100.0,100.0,69752,0,0,-3,3,0,1,1.0,1.0,0,Norberto,0.0,73,False,,2024-10-05T17:30:06.760449Z,42,69752.jpg,3.5,False,Murara Neto,0.9,False,,a,1,3,7,82763,33,229257,208,0.0,1.7,Neto,30.0,180,0,0,0,2,0,0,0,0,0,11,0,30,77.8,0.0,0.0,7.8,2,0.00,0.00,0.00,2.91,297,28,531,46,499,37,360,28,,,,,,,0.0,5.5,0.0,0.0,1.46,1.0,571,36,477,61,76,10,214,30,1.0,0.0
22,True,True,100.0,100.0,103955,0,0,-3,3,0,3,2.0,2.0,0,Raheem,1.0,186,False,,2024-11-02T15:00:07.534992Z,67,103955.jpg,1.5,False,Sterling,0.9,False,,a,1,3,9,46598,27,147375,102,0.1,1.3,Sterling,241.0,144,0,1,0,1,0,0,0,0,0,0,0,24,23.8,37.8,54.0,11.3,2,0.51,0.09,0.60,1.39,381,177,288,172,227,126,333,165,,,3.0,,,,0.32,0.0,0.06,0.38,0.87,0.62,36,18,261,135,327,155,213,63,1.25,0.0
23,True,True,25.0,25.0,466075,0,0,-2,2,1,2,0.6,0.6,0,Riccardo,1.2,578,False,Groin Injury - 25% chance of playing,2024-12-05T01:00:08.685840Z,58,466075.jpg,2.5,False,Calafiori,1.3,False,,d,1,3,20,194375,13,354245,923,0.2,3.4,Calafiori,106.0,505,1,0,1,8,0,0,0,1,0,0,1,77,137.8,46.3,111.0,29.4,6,0.55,0.43,0.98,5.93,218,84,275,77,138,17,230,72,,,,,,,0.1,0.0,0.08,0.18,1.06,1.43,90,8,236,68,182,52,187,76,1.07,0.18
24,True,True,100.0,100.0,499169,0,0,0,0,0,3,1.6,1.6,3,Myles,0.6,597,False,,2024-12-03T15:00:08.736469Z,45,499169.jpg,1.3,False,Lewis-Skelly,0.1,False,,a,1,3,4,8203,108,7674,17,0.1,0.9,Lewis-Skelly,241.0,83,0,0,1,2,0,0,0,1,0,0,0,20,11.6,16.2,2.0,3.0,1,0.00,0.06,0.06,0.96,416,196,340,194,392,207,410,198,,,,,,,0.0,0.0,0.07,0.07,1.04,2.17,426,258,303,153,349,167,503,191,1.08,1.08
25,True,True,100.0,100.0,195384,0,0,0,0,0,3,2.6,2.6,3,Mikel,1.6,633,False,,2024-11-30T22:00:08.239353Z,60,195384.jpg,2.3,False,Merino,0.1,False,,a,1,3,21,19709,44,16302,60,0.3,3.5,Merino,200.0,471,1,0,2,5,0,0,0,1,0,0,1,80,118.8,86.0,118.0,32.0,5,1.24,0.50,1.74,4.07,245,106,195,125,131,86,213,109,,,,,,,0.24,0.0,0.1,0.34,0.78,0.96,79,51,196,98,210,93,488,185,0.96,0.38
26,True,True,,,498046,0,0,0,0,0,3,1.0,1.0,0,Salah-Eddine,0.0,638,False,,,45,498046.jpg,0.0,False,Oulad M'hand,0.0,False,,a,1,3,0,1876,1,1428,5,0.0,0.0,Oulad M'hand,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,614,261,611,265,594,258,616,263,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,425,257,567,226,621,265,627,276,0.0,0.0
27,True,True,,,551221,0,0,0,0,0,1,1.0,1.0,0,Tommy,0.0,639,False,,,45,551221.jpg,0.0,False,Setford,0.0,False,,a,1,3,0,2621,12,2507,16,0.0,0.0,Setford,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,633,72,630,64,613,59,635,72,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,451,19,589,72,640,72,539,67,0.0,0.0
28,True,True,,,588793,0,0,0,0,0,2,1.0,1.0,0,Maldini,0.0,657,False,,,40,588793.jpg,0.0,False,Kacurri,0.1,False,,a,1,3,0,8894,22,5610,28,0.0,0.0,Kacurri,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,541,203,522,201,487,189,543,203,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,669,211,466,179,547,202,493,178,0.0,0.0
29,True,True,,,606745,0,0,0,0,0,2,1.0,1.0,0,Ayden,0.0,658,False,,,40,606745.jpg,0.0,False,Heaven,0.0,False,,a,1,3,0,5655,15,3858,28,0.0,0.0,Heaven,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,545,207,526,205,492,194,547,207,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,674,216,471,184,551,206,515,185,0.0,0.0
30,True,True,,,588796,0,0,0,0,0,3,1.0,1.0,0,Ismeal,0.0,659,False,,,45,588796.jpg,0.0,False,Kabia,0.0,False,,a,1,3,0,2030,4,1394,4,0.0,0.0,Kabia,152.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,641,282,638,286,622,280,643,284,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,462,287,597,250,647,286,625,274,0.0,0.0
31,True,True,,,499167,0,0,0,0,0,2,1.0,1.0,0,Josh,0.0,662,False,,,40,499167.jpg,0.0,False,Nichols,0.0,False,,a,1,3,0,3168,9,1942,28,0.0,0.0,Nichols,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,522,185,503,183,466,169,524,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,647,190,444,158,527,183,547,191,0.0,0.0
32,True,True,,,461025,0,0,0,0,0,4,1.0,1.0,0,Nathan,0.0,665,False,,,45,461025.jpg,0.0,False,Butler-Oyedeji,0.2,False,,a,1,3,0,40397,127,22266,203,0.0,0.0,Butler-Oyedeji,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,595,51,591,52,572,51,597,51,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,396,65,547,48,602,54,354,56,0.0,0.0
33,True,True,25.0,25.0,215711,0,0,-3,3,0,3,0.0,0.3,0,Leon,1.2,28,False,Hamstring injury - 25% chance of playing,2024-12-09T09:30:06.119495Z,62,215711.jpg,1.9,False,Bailey,0.8,False,,d,2,7,27,137087,10,413664,510,0.2,4.4,Bailey,107.0,727,0,2,1,12,0,0,0,2,0,0,0,90,66.8,153.8,138.0,35.7,10,0.58,2.33,2.91,8.93,317,150,121,88,112,72,194,102,3.0,,4.0,,,,0.07,0.0,0.29,0.36,1.11,1.49,63,41,238,121,270,124,220,67,1.24,0.12
34,True,True,100.0,100.0,88894,0,0,-3,3,0,3,1.6,2.6,1,Ross,2.6,29,False,,2024-11-01T16:30:07.356966Z,52,88894.jpg,2.2,False,Barkley,0.3,False,,a,2,7,28,21410,61,77648,96,0.5,5.4,Barkley,241.0,441,2,1,1,7,0,0,0,3,0,0,2,103,142.8,96.9,171.0,41.0,2,1.53,0.37,1.90,4.35,215,88,181,117,87,54,166,95,,,,,,,0.31,0.0,0.08,0.39,0.89,1.43,157,93,102,54,226,98,317,102,0.41,0.2
35,True,False,0.0,0.0,491287,0,0,-1,1,0,3,0.0,0.0,0,Enzo,0.0,30,False,Loaned to Valencia CF,2024-08-31T06:33:47.934620Z,49,491287.jpg,0.0,False,Barrenechea,0.0,False,,u,2,7,0,872,0,5176,1,0.0,0.0,Barrenechea,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,665,299,660,299,655,297,665,299,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,282,185,640,282,666,299,606,260,0.0,0.0
36,True,True,,,195546,0,0,-3,3,0,3,-0.6,0.4,0,Emiliano,0.4,31,False,,,52,195546.jpg,0.9,False,Buendía Stati,0.1,False,,a,2,7,6,5653,1,13865,15,0.1,1.2,Buendia,10.0,37,0,0,0,0,0,0,0,1,0,0,0,24,7.0,19.2,3.0,2.9,0,0.09,0.02,0.11,1.11,436,208,331,186,381,205,414,201,,,3.0,,,,0.22,0.0,0.05,0.27,2.7,0.0,162,98,341,169,448,221,466,173,0.0,0.0
37,True,True,100.0,100.0,199796,0,0,-1,1,0,2,0.8,1.8,1,Matty,1.8,32,False,,2024-11-04T00:00:07.281139Z,44,199796.jpg,2.2,False,Cash,1.4,False,,a,2,7,22,136005,464,301260,847,0.4,5.0,Cash,172.0,740,1,0,1,10,0,0,0,3,0,0,0,79,146.6,51.9,65.0,26.3,9,0.08,0.60,0.68,9.79,210,82,260,70,207,55,248,79,,,,,,,0.01,0.0,0.07,0.08,1.19,1.22,486,95,162,44,215,65,173,71,1.09,0.12
38,True,False,0.0,0.0,151589,0,0,0,0,0,3,0.0,0.0,0,Leander,0.0,33,False,On loan to Anderlecht for the rest of the season,2024-09-02T10:45:36.198316Z,45,151589.jpg,0.0,False,Dendoncker,0.2,False,,u,2,7,0,18187,0,88836,39,0.0,0.0,Dendoncker,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,580,237,576,241,556,233,582,239,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,365,227,531,201,587,241,340,112,0.0,0.0
39,True,False,0.0,0.0,243557,0,0,0,0,0,3,0.0,0.0,0,Moussa,0.0,34,False,Permanent transfer to Al Ittihad,2024-07-26T08:50:40.300928Z,65,243557.jpg,0.0,False,Diaby,0.0,False,,u,2,7,0,0,0,3323,1,0.0,0.0,Diaby,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,692,316,692,316,692,316,692,316,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,47,26,689,315,692,316,614,264,0.0,0.0
40,True,True,100.0,100.0,165659,0,0,0,0,0,2,0.6,1.6,1,Diego Carlos,1.6,35,False,,2024-09-25T21:30:06.256588Z,45,165659.jpg,2.2,False,Santos Silva,0.5,False,,a,2,7,20,45664,143,66846,185,0.4,4.4,Diego Carlos,30.0,738,0,0,2,13,0,0,0,1,0,0,1,67,129.8,8.2,52.0,19.1,7,0.64,0.08,0.72,10.62,233,87,379,122,230,68,287,92,,,,,,,0.08,0.0,0.01,0.09,1.3,1.59,367,60,184,51,217,67,261,97,0.85,0.24
41,True,True,,,101188,0,0,2,-2,2,2,0.4,1.4,2,Lucas,1.4,36,False,,,47,101188.jpg,2.8,False,Digne,9.4,False,,a,2,7,44,1496180,864,780643,10260,0.3,9.4,Digne,73.0,1163,0,3,2,19,0,0,0,3,0,0,6,195,262.8,349.3,75.0,68.8,14,0.54,2.34,2.88,15.22,88,31,26,4,190,43,67,11,2.0,,2.0,,,,0.04,0.0,0.18,0.22,1.18,1.47,324,39,203,58,145,39,40,13,1.08,0.15
42,True,False,0.0,0.0,461421,0,0,0,0,0,3,0.0,0.0,0,Lewis,0.0,37,False,Permanent transfer to West Bromwich Albion,2024-08-07T08:21:33.016106Z,50,461421.jpg,0.0,False,Dobbin,0.0,False,,u,2,7,0,0,0,272,0,0.0,0.0,Dobbin,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,674,305,671,305,667,303,674,305,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,220,140,654,293,675,305,684,309,0.0,0.0
43,True,True,,,476344,0,0,-2,2,0,4,2.0,3.0,5,Jhon,3.0,38,False,,,58,476344.jpg,2.9,False,Durán,2.9,False,,a,2,7,46,1006953,5268,819209,969,0.5,7.9,Duran,48.0,478,6,0,1,10,0,0,0,3,0,0,8,193,229.8,62.8,278.0,57.2,2,4.08,0.22,4.30,8.06,123,17,235,29,42,17,96,21,,,,,,,0.77,0.0,0.04,0.81,1.52,1.88,91,27,91,17,141,21,111,17,0.38,0.19
44,True,True,,,462492,0,0,0,0,0,1,-1.0,0.0,0,Joe,0.0,39,False,,,40,462492.jpg,0.0,False,Gauci,0.8,False,,a,2,7,0,60047,20,47906,120,0.0,0.0,Gauci,13.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,514,60,495,38,457,28,516,60,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,637,62,435,54,518,60,226,32,0.0,0.0
45,True,True,,,123354,0,0,0,0,0,2,-1.0,0.0,0,Kortney,0.0,40,False,,,40,123354.jpg,0.0,False,Hause,0.5,False,,a,2,7,0,35199,25,47864,105,0.0,0.0,Hause,241.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,487,168,466,166,427,150,489,168,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,601,164,405,138,492,166,256,93,0.0,0.0
46,True,False,0.0,0.0,469247,0,0,-1,1,0,3,0.0,0.0,0,Samuel,0.0,41,False,Season long loan to Bologna,2024-08-29T11:07:04.555253Z,54,469247.jpg,0.0,False,Iling-Junior,0.0,False,,u,2,7,0,342,0,6623,1,0.0,0.0,Iling Jr,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,685,312,684,312,682,310,685,312,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,140,83,677,307,685,312,598,255,0.0,0.0
47,True,True,100.0,100.0,226944,0,0,0,0,0,3,0.8,1.8,2,Boubacar,1.8,42,False,,2024-11-11T16:00:06.089849Z,50,226944.jpg,1.6,False,Kamara,0.0,False,,a,2,7,11,2753,17,1855,21,0.4,2.2,Kamara,73.0,343,0,0,1,7,0,0,0,1,0,0,0,60,53.6,26.4,2.0,8.3,4,0.00,0.08,0.08,4.39,335,159,312,182,401,214,356,178,,,,,,,0.0,0.0,0.02,0.02,1.15,1.84,207,130,171,84,305,142,601,258,1.05,0.26
