Pos,Name,BV,SV,Team,8_xMins,8_Pts,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,26,1.072,55,1.865,76,3.187,71,2.055,72,3.424,68,2.681,70,2.147,71,2.06
M,Aubameyang,11.7,11.7,Arsenal,80,5.78,79,4.934,78,4.917,77,4.228,76,5.812,76,5.329,74,4.511,74,4.38
D,Cédric,4.7,4.7,Arsenal,2,0.089,2,0.075,4,0.181,3,0.097,3,0.153,5,0.216,7,0.241,6,0.196
F,Lacazette,8.4,8.4,Arsenal,51,3.241,49,2.754,49,2.719,51,2.544,48,3.189,54,3.339,50,2.759,48,2.599
D,Mustafi,5.0,5.0,Arsenal,29,1.217,17,0.591,12,0.514,10,0.301,8,0.386,11,0.446,14,0.445,12,0.362
G,Leno,5.0,5.0,Arsenal,88,3.845,87,3.593,86,3.919,86,3.347,86,4.08,86,3.714,85,3.39,84,3.257
M,Xhaka,5.3,5.3,Arsenal,55,1.812,57,1.705,55,1.74,56,1.576,52,1.815,51,1.657,53,1.56,55,1.59
D,Marí,4.4,4.4,Arsenal,0,0,5,0.159,5,0.197,5,0.14,6,0.263,9,0.33,9,0.262,6,0.166
D,Bellerín,5.0,5.0,Arsenal,83,3.659,80,2.928,79,3.551,78,2.454,78,3.963,76,3.225,75,2.499,75,2.352
G,Martínez,4.8,4.7,Aston Villa,89,3.183,88,3.525,88,3.387,88,3.714,87,3.392,86,3.694,86,3.542,84,3.589
D,Chambers,4.5,4.5,Arsenal,1,0.044,12,0.435,15,0.662,21,0.653,19,0.959,21,0.888,21,0.7,22,0.693
D,Kolasinac,4.8,4.8,Arsenal,3,0.122,3,0.103,3,0.125,2,0.06,3,0.14,3,0.118,5,0.156,5,0.149
D,Maitland-Niles,4.8,4.8,Arsenal,14,0.626,11,0.413,10,0.451,12,0.389,11,0.562,12,0.517,12,0.414,14,0.457
D,Holding,4.4,4.4,Arsenal,80,3.309,67,2.307,60,2.565,60,1.791,58,2.792,57,2.288,57,1.798,60,1.79
D,Tierney,5.4,5.4,Arsenal,80,3.54,72,2.673,71,3.243,69,2.207,70,3.587,70,3.001,65,2.217,66,2.114
M,Pépé,7.7,7.7,Arsenal,26,1.615,28,1.536,28,1.549,27,1.33,29,1.896,32,1.946,29,1.552,29,1.516
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.055
