Pos,Name,BV,SV,Team,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts,29_xMins,29_Pts,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,60,1.766,60,2.607,58,2.125,57,1.896,58,1.462,59,2.604,59,2.687,59,2.227
M,Aubameyang,11.3,11.3,Arsenal,83,4.367,79,5.097,78,4.742,77,4.447,78,4.031,77,5.048,75,5.247,73,4.647
D,Cédric,4.6,4.6,Arsenal,9,0.28,15,0.68,17,0.653,17,0.592,18,0.482,20,0.921,20,0.951,23,0.914
F,Lacazette,8.2,8.2,Arsenal,66,3.118,62,3.492,65,3.489,61,3.163,62,2.945,62,3.534,61,3.694,64,3.609
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,89,3.437,88,4.029,88,3.682,86,3.478,86,3.164,85,3.904,85,3.921,85,3.58
M,Xhaka,5.2,5.2,Arsenal,84,2.199,79,2.416,79,2.288,76,2.131,75,1.973,76,2.359,74,2.388,72,2.158
D,Marí,4.4,4.4,Arsenal,2,0.058,3,0.124,4,0.141,5,0.161,8,0.198,7,0.294,9,0.388,9,0.325
D,Bellerín,5.1,5.1,Arsenal,86,2.619,84,3.841,83,3.175,80,2.761,81,2.11,79,3.658,78,3.731,75,2.974
G,Martínez,5.3,4.9,Aston Villa,89,7.164,88,3.788,88,7.258,89,3.507,87,3.755,87,3.028,85,2.967,87,3.942
D,Chambers,4.5,4.5,Arsenal,0,0,0,0,0,0,1,0.035,1,0.028,0,0,1,0.047,2,0.08
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,West Brom,6,0.337,8,0.29,7,0.226,0,0,6,0.096,8,0.236,10,0.199,10,0.208
D,Holding,4.5,4.5,Arsenal,73,2.225,71,3.225,71,2.7,70,2.408,68,1.774,69,3.173,67,3.172,68,2.671
D,Tierney,5.2,5.2,Arsenal,84,2.706,78,3.736,78,3.147,78,2.836,76,2.103,76,3.693,75,3.743,73,3.047
M,Pépé,7.6,7.6,Arsenal,20,0.947,26,1.46,24,1.285,25,1.28,26,1.213,26,1.482,27,1.618,25,1.384
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Newcastle,31,1.222,36,1.524,29,1.159,32,1.192,37,1.408,33,1.315,32,1.253,29,0.979
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.4,5.4,Arsenal,5,0.263,5,0.301,6,0.348,6,0.337,6,0.315,6,0.371,7,0.454,7,0.42
M,Smith Rowe,4.3,4.3,Arsenal,54,2.113,54,2.487,50,2.174,48,2.007,50,1.935,49,2.29,50,2.441,48,2.163
M,Saka,5.3,5.3,Arsenal,76,3.365,72,3.9,72,3.663,71,3.45,73,3.177,68,3.739,70,4.047,69,3.641
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,5,0.247,7,0.409,7,0.388,9,0.479,8,0.39,8,0.473,8,0.507,10,0.573
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,1,0.081,0,0,1,0.043,1,0.035,2,0.069,1,0.045
D,El Mohamady,4.3,4.3,Aston Villa,79,6.23,77,3.485,26,2.235,23,0.874,9,0.429,10,0.224,12,0.273,11,0.585
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,7,0.465,13,0.496,7,0.498,5,0.16,3,0.119,5,0.094,4,0.078,6,0.264
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,0,0,1,0.043,0,0,1,0.035,0,0
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
