rank,prev_rank,name,league,off,def,spi
1,1,Manchester City,Barclays Premier League,2.86,0.2,93.48
2,2,Barcelona,Spanish Primera Division,3.12,0.43,91.86
3,3,Bayern Munich,German Bundesliga,3.13,0.53,90.51
4,4,Liverpool,Barclays Premier League,2.64,0.36,89.42
5,10,Manchester United,Barclays Premier League,2.6,0.46,87.31
6,8,Chelsea,Barclays Premier League,2.34,0.35,86.95
7,5,Real Madrid,Spanish Primera Division,2.44,0.45,85.82
8,7,Atletico Madrid,Spanish Primera Division,2.23,0.36,85.62
9,6,Paris Saint-Germain,French Ligue 1,2.61,0.62,84.38
10,12,Juventus,Italy Serie A,2.49,0.56,84.38
11,14,Internazionale,Italy Serie A,2.48,0.56,84.35
12,11,Borussia Dortmund,German Bundesliga,2.58,0.62,84.14
13,9,Atalanta,Italy Serie A,2.49,0.6,83.54
14,13,RB Leipzig,German Bundesliga,2.35,0.53,83.34
15,18,Real Sociedad,Spanish Primera Division,2.16,0.47,82.29
16,15,Sevilla FC,Spanish Primera Division,2.19,0.49,82.23
17,16,Villarreal,Spanish Primera Division,2.07,0.47,81.09
18,20,Bayer Leverkusen,German Bundesliga,2.14,0.53,80.69
19,17,Arsenal,Barclays Premier League,2.12,0.52,80.67
20,19,Leicester City,Barclays Premier League,2.12,0.54,80.15
21,23,Ajax,Dutch Eredivisie,2.66,0.91,79.57
22,25,FC Salzburg,Austrian T-Mobile Bundesliga,2.82,1.02,79.38
23,22,Napoli,Italy Serie A,2.23,0.65,79.15
24,24,Lyon,French Ligue 1,2.18,0.65,78.51
25,21,Tottenham Hotspur,Barclays Premier League,2.15,0.66,77.77
26,29,VfL Wolfsburg,German Bundesliga,2.1,0.64,77.54
27,27,Borussia Monchengladbach,German Bundesliga,2.34,0.8,77.44
28,36,Brighton and Hove Albion,Barclays Premier League,1.98,0.58,77.19
29,28,Eintracht Frankfurt,German Bundesliga,2.3,0.79,77.15
30,32,West Ham United,Barclays Premier League,2.07,0.67,76.6
31,30,AS Roma,Italy Serie A,2.28,0.8,76.6
32,31,AC Milan,Italy Serie A,2.25,0.79,76.5
33,26,Aston Villa,Barclays Premier League,2.15,0.74,76.18
34,34,Lille,French Ligue 1,1.79,0.51,75.86
35,33,FC Porto,Portuguese Liga,2.1,0.72,75.82
36,39,Lazio,Italy Serie A,2.17,0.8,75.0
37,38,AS Monaco,French Ligue 1,2.16,0.81,74.8
38,37,Zenit St Petersburg,Russian Premier Liga,2.15,0.82,74.32
39,42,Athletic Bilbao,Spanish Primera Division,1.83,0.64,73.32
40,43,Celta Vigo,Spanish Primera Division,1.89,0.69,73.06
41,35,Everton,Barclays Premier League,1.92,0.72,72.76
42,40,Benfica,Portuguese Liga,2.06,0.83,72.68
43,44,Wolverhampton,Barclays Premier League,1.81,0.65,72.66
44,46,Flamengo,Brasileiro Série A,2.12,0.87,72.61
45,45,Real Betis,Spanish Primera Division,1.96,0.79,71.89
46,47,Shakhtar Donetsk,UEFA Europa League,2.23,1.0,71.75
47,48,Olympiacos,Greek Super League,1.91,0.78,71.43
48,50,VfB Stuttgart,German Bundesliga,2.1,0.93,71.02
49,54,TSG Hoffenheim,German Bundesliga,2.17,0.98,71.0
50,49,Eibar,Spanish Primera Division,1.7,0.64,70.84
