,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,1,-1,7,-7,0,2,1,6.2,6.7,0,David,5.2,1,True,,,62,154561.jpg,4.3,False,Raya Martín,36.3,False,,a,1,3,156,4846502,4626,2935706,821,0.8,25.2,Raya,,200.0,2024-07-04,1995-09-15,False,p154561,3240,0,0,18,26,0,0,0,1,0,60,11,613,539.4,33.5,0.0,57.3,37,299,1,0,36,0.00,0.06,0.06,27.37,,,,,,,[],,101,17,389,3,830,97,268,17,0.0,1.67,0.0,0.0,0.76,0.72,72,1,11,1,40,3,6,1,1.0,0.5,0.0
1,True,True,,,109745,0,0,-5,5,0,0,1,1.0,1.5,0,Kepa,0.0,2,False,,,40,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,16335,9,79296,16,0.0,0.0,Arrizabalaga,,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,577,67,568,54,537,40,579,67,0.0,0.0,0.0,0.0,0.0,0.0,677,44,465,56,589,67,292,37,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,48686,5,0.0,0.0,Hein,,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,594,76,586,64,555,50,596,76,0.0,0.0,0.0,0.0,0.0,0.0,698,54,485,66,606,76,379,54,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,0,1,1.0,1.5,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,34374,4,35781,17,0.0,0.0,Setford,,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,566,61,554,45,522,31,568,61,0.0,0.0,0.0,0.0,0.0,0.0,790,91,450,49,578,61,371,53,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,0,0,13,-13,0,5,2,6.0,6.5,0,Gabriel,5.0,5,True,,2026-03-24T00:00:10.555559Z,73,226597.jpg,6.7,False,dos Santos Magalhães,46.1,False,,a,1,3,202,9181957,3762,5873738,904,0.7,27.7,Gabriel,Gabriel Magalhães,30.0,2020-09-01,1997-12-19,False,p226597,2615,3,5,17,19,0,0,0,4,0,0,30,695,806.8,127.0,295.0,122.8,231,62,37,268,29,2.94,1.71,4.65,20.89,,,,,,,[],,22,8,266,74,108,15,89,20,0.1,0.0,0.06,0.16,0.72,0.65,26,1,16,5,3,1,4,1,1.0,0.59,9.22
5,True,True,100.0,100.0,462424,1,-1,3,-3,0,2,2,5.2,5.7,0,William,4.2,6,False,,2026-03-23T13:00:10.244912Z,63,462424.jpg,4.3,False,Saliba,17.1,False,,a,1,3,129,2644525,3853,2492917,760,0.7,20.5,Saliba,,73.0,2019-07-25,2001-03-24,False,p462424,2524,1,0,14,20,0,0,0,2,0,0,10,554,533.0,199.2,90.0,82.2,151,111,35,186,29,0.88,1.20,2.08,20.22,,,,,,,[],,105,47,196,52,294,86,181,61,0.03,0.0,0.04,0.07,0.72,0.71,70,2,36,12,41,16,19,7,1.03,0.5,6.63
6,True,True,75.0,75.0,466075,0,0,1,-1,0,2,2,1.8,2.2,0,Riccardo,1.4,7,False,Knock - 75% chance of playing,2026-05-11T00:00:10.879576Z,56,466075.jpg,4.2,False,Calafiori,5.9,False,,d,1,3,100,2689939,50,2528480,550,0.3,17.9,Calafiori,,106.0,2024-07-29,2002-05-19,False,p466075,1581,1,2,12,8,0,0,0,5,0,0,4,358,270.0,141.9,303.0,71.6,69,71,32,101,20,3.36,0.53,3.89,9.48,,,,,,,[],https://www.arsenal.com/news/artetas-update-white-calafiori-and-timber?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,255,101,248,62,105,14,221,78,0.19,0.0,0.03,0.22,0.54,0.46,131,13,219,79,47,18,69,21,1.14,0.68,5.75
7,True,True,0.0,0.0,445122,0,0,5,-5,0,3,2,0.0,0.0,0,Jurriën,0.0,8,False,Ankle injury - Unknown return date,2026-03-23T13:00:10.259821Z,60,445122.jpg,5.0,False,Timber,15.5,False,,i,1,3,149,6784405,14,5622786,4747,0.0,24.8,J.Timber,,152.0,2023-07-14,2001-06-17,False,p445122,2452,3,6,13,20,0,0,0,5,0,0,9,532,499.0,402.6,352.0,125.7,82,97,66,148,28,4.71,1.53,6.24,17.45,,,,,,,[],https://www.arsenal.com/news/artetas-update-white-calafiori-and-timber?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,118,54,81,19,83,8,85,17,0.17,0.0,0.06,0.23,0.64,0.73,85,5,821,269,13,3,21,8,1.03,0.48,5.43
8,True,False,0.0,0.0,440854,0,0,-1,1,0,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10950,1,0.0,0.0,Kiwior,,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,821,270,821,270,820,270,821,270,0.0,0.0,0.0,0.0,0.0,0.0,164,20,803,267,822,270,595,212,0.0,0.0,0.0
9,True,True,,,499169,0,0,-5,5,0,0,2,3.6,4.1,0,Myles,2.6,10,False,,,50,499169.jpg,1.4,False,Lewis-Skelly,1.9,False,,a,1,3,26,206045,489,471945,90,0.5,5.2,Lewis-Skelly,,241.0,2022-12-04,2006-09-26,False,p499169,590,0,0,2,7,0,0,0,3,0,0,0,95,68.6,69.0,29.0,16.6,16,24,8,24,4,0.10,0.18,0.28,8.03,,,,,,,[],,409,152,334,114,376,128,401,143,0.02,0.0,0.03,0.05,1.22,1.07,268,41,115,43,433,157,140,56,0.61,0.31,3.66
