Pos,Name,BV,SV,Team,30_xMins,30_Pts,31_xMins,31_Pts,32_xMins,32_Pts,33_xMins,33_Pts,34_xMins,34_Pts,35_xMins,35_Pts,36_xMins,36_Pts,37_xMins,37_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,69,1.879,66,3.171,66,2.87,67,2.738,67,3.072,68,3.432,64,1.619,66,2.972
M,Aubameyang,11.5,11.5,Arsenal,82,4.37,75,5.204,74,4.845,72,4.648,72,4.957,72,5.596,72,3.44,72,4.827
D,Cédric,4.6,4.6,Arsenal,10,0.288,18,0.883,17,0.757,17,0.714,19,0.892,17,0.874,21,0.555,22,1.016
F,Lacazette,8.2,8.2,Arsenal,64,3.299,53,3.331,54,3.212,53,3.145,52,3.259,52,3.646,51,2.336,51,3.127
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,89,3.348,88,4.231,87,3.953,88,3.872,85,3.968,87,4.244,86,3.188,86,3.982
M,Xhaka,5.2,5.2,Arsenal,85,2.24,82,2.636,81,2.486,79,2.388,77,2.459,79,2.678,77,1.968,75,2.37
D,Marí,4.4,4.4,Arsenal,58,1.556,57,2.704,61,2.617,62,2.497,55,2.484,55,2.722,56,1.406,56,2.492
D,Bellerín,5.1,5.1,Arsenal,81,2.341,75,3.824,74,3.419,75,3.252,76,3.702,74,3.976,72,1.917,69,3.298
G,Martínez,5.4,5.0,Aston Villa,89,3.827,89,3.113,88,3.073,87,3.968,87,3.377,87,3.186,86,3.719,86,3.127
D,Chambers,4.5,4.5,Arsenal,1,0.03,2,0.098,4,0.18,4,0.17,2,0.095,4,0.208,5,0.137,6,0.279
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,West Brom,80,1.295,66,2.087,63,1.339,61,1.614,64,2.123,63,1.284,61,1.061,62,1.787
D,Holding,4.2,4.2,Arsenal,46,1.336,50,2.535,46,2.115,44,1.906,48,2.327,48,2.551,49,1.327,48,2.286
D,Tierney,5.3,5.3,Arsenal,86,2.642,82,4.427,82,3.997,79,3.629,78,4.007,79,4.46,78,2.222,78,3.943
M,Pépé,7.6,7.6,Arsenal,45,2.333,26,1.671,30,1.823,29,1.745,30,1.905,31,2.191,32,1.464,31,1.923
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Newcastle,73,2.466,72,2.616,68,2.443,64,1.981,67,2.293,67,2.198,67,1.99,66,2.693
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.4,5.4,Arsenal,4,0.227,4,0.259,4,0.249,4,0.247,5,0.323,4,0.285,5,0.246,4,0.252
M,Smith Rowe,4.2,4.2,Arsenal,52,2.112,49,2.424,48,2.253,48,2.221,50,2.438,48,2.564,50,1.854,51,2.423
M,Saka,5.3,5.3,Arsenal,43,2.098,68,3.98,68,3.777,67,3.667,67,3.884,68,4.379,64,2.677,66,3.716
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,4,0.209,3,0.188,2,0.12,4,0.237,4,0.249,4,0.275,5,0.232,5,0.304
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,0,0,1,0.045,1,0.038,1,0.036,2,0.085,2,0.072
D,El Mohamady,4.3,4.3,Aston Villa,14,0.619,15,0.319,15,0.306,21,1.074,19,0.666,19,0.563,18,0.808,22,0.641
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,1,0.038,2,0.037,1,0.018,2,0.086,2,0.061,4,0.103,3,0.114,4,0.102
G,Steer,3.9,3.9,Aston Villa,0,0,0,0,0,0,1,0.045,0,0,0,0,1,0.043,1,0.036
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
