,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,5,-5,0,1,1,0.0,5.2,7,David,4.2,1,True,,,60,154561.jpg,4.2,False,Raya Martín,34.6,False,,a,1,3,129,4091253,1558,2374185,3039,0.7,21.5,Raya,,200.0,2024-07-04,1995-09-15,False,p154561,2790,0,0,15,22,0,0,0,1,0,50,6,515,425.8,33.4,0.0,46.0,30,257,1,0,31,0.00,0.06,0.06,22.30,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",,106,18,371,3,811,94,268,16,0.0,1.61,0.0,0.0,0.72,0.71,86,1,52,5,52,3,9,1,1.0,0.48,0.0
1,True,True,,,109745,0,0,-4,4,0,0,1,0.0,1.0,0,Kepa,0.0,2,False,,,41,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,14656,5,76992,14,0.0,0.0,Arrizabalaga,,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",,625,85,617,73,590,60,627,85,0.0,0.0,0.0,0.0,0.0,0.0,651,36,506,78,635,85,280,37,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,48235,3,0.0,0.0,Hein,,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",,585,74,576,61,547,48,587,74,0.0,0.0,0.0,0.0,0.0,0.0,686,54,461,67,595,74,373,54,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,0,1,0.0,1.0,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,33849,6,33741,12,0.0,0.0,Setford,,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",,557,59,545,43,515,30,559,59,0.0,0.0,0.0,0.0,0.0,0.0,776,90,431,50,567,59,362,52,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,0,0,12,-12,0,5,2,0.0,7.8,8,Gabriel,6.8,5,True,,2025-11-17T12:00:07.436586Z,72,226597.jpg,6.9,False,dos Santos Magalhães,43.5,False,,a,1,3,172,8222377,1708,5213912,5634,0.9,23.9,Gabriel,Gabriel Magalhães,30.0,2020-09-01,1997-12-19,False,p226597,2165,3,4,14,15,0,0,0,3,0,0,24,593,665.6,105.4,196.0,96.5,192,46,32,224,24,1.90,1.65,3.55,15.82,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",,21,7,256,72,137,24,92,23,0.08,0.0,0.07,0.15,0.66,0.62,30,1,3,2,1,1,4,1,1.0,0.58,9.31
5,True,True,100.0,100.0,462424,0,0,1,-1,0,2,2,0.0,5.2,8,William,4.2,6,False,,2026-03-07T22:30:07.319780Z,61,462424.jpg,4.2,False,Saliba,13.3,False,,a,1,3,104,1911325,1168,2241903,1690,0.7,17.0,Saliba,,73.0,2019-07-25,2001-03-24,False,p462424,2074,1,0,11,16,0,0,0,1,0,0,6,448,400.0,124.6,72.0,59.7,121,96,29,150,24,0.88,0.70,1.58,15.15,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",,119,51,225,57,293,86,208,70,0.04,0.0,0.03,0.07,0.66,0.69,84,4,53,18,54,23,24,9,1.04,0.48,6.51
6,True,True,100.0,100.0,466075,0,0,1,-1,0,2,2,0.0,2.6,6,Riccardo,1.6,7,False,,2026-03-07T22:30:07.329650Z,56,466075.jpg,4.2,False,Calafiori,6.0,False,,a,1,3,93,2633996,144,2466517,256,0.3,16.6,Calafiori,,106.0,2024-07-29,2002-05-19,False,p466075,1446,1,2,11,8,0,0,0,5,0,0,4,339,233.2,110.2,230.0,57.4,64,65,31,95,18,2.92,0.49,3.41,8.96,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",,240,94,249,69,108,13,222,75,0.18,0.0,0.03,0.21,0.56,0.5,132,14,193,70,50,22,63,21,1.12,0.68,5.91
7,True,True,100.0,100.0,445122,0,0,8,-8,0,3,2,0.0,6.2,1,Jurriën,5.2,8,True,,2026-01-28T04:30:08.479318Z,63,445122.jpg,5.0,False,Timber,28.6,False,,a,1,3,149,6694316,1140,3798370,13080,0.8,23.7,J.Timber,,152.0,2023-07-14,2001-06-17,False,p445122,2452,3,6,13,20,0,0,0,5,0,0,9,532,492.0,401.0,350.0,124.6,82,97,66,148,28,4.71,1.53,6.24,17.45,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",,76,35,54,8,61,2,44,4,0.17,0.0,0.06,0.23,0.64,0.73,70,2,22,8,13,3,13,4,1.03,0.48,5.43
8,True,False,0.0,0.0,440854,0,0,-1,1,0,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10912,0,0.0,0.0,Kiwior,,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",,802,266,801,266,799,266,802,266,0.0,0.0,0.0,0.0,0.0,0.0,169,20,779,264,803,266,592,211,0.0,0.0,0.0
9,True,True,,,499169,0,0,-4,4,0,0,2,0.0,1.0,0,Myles,0.0,10,False,,,51,499169.jpg,0.9,False,Lewis-Skelly,1.4,False,,a,1,3,12,135052,9,466492,61,0.0,2.4,Lewis-Skelly,,241.0,2022-12-04,2006-09-26,False,p499169,311,0,0,0,5,0,0,0,3,0,0,0,36,31.2,45.5,18.0,9.4,10,14,4,14,1,0.05,0.06,0.11,5.26,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",,431,161,350,122,387,138,420,152,0.01,0.0,0.02,0.03,1.52,1.45,240,36,758,260,508,175,165,64,0.29,0.0,4.05
