,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,1,-1,5,-5,1,1,3.8,3.8,2,David,2.8,1,True,,,60,154561.jpg,4.4,False,Raya Martín,34.1,False,,a,1,3,66,2714044,60341,1079190,10327,0.5,11.0,Raya,200.0,2024-07-04,1995-09-15,False,p154561,1350,0,0,8,9,0,0,0,1,0,25,3,267,236.6,10.2,0.0,24.7,11,118,0,0,15,0.00,0.04,0.04,9.65,,,,,,,[],110,16,363,3,749,88,247,16,0.0,1.67,0.0,0.0,0.64,0.6,89,1,128,9,55,4,6,1,1.0,0.53,0.0
1,True,True,,,109745,0,0,-3,3,0,1,1.0,1.0,0,Kepa,0.0,2,False,,,42,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,9245,114,65196,316,0.0,0.0,Arrizabalaga,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],564,78,551,66,521,52,564,78,0.0,0.0,0.0,0.0,0.0,0.0,606,37,500,73,568,78,261,34,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,43231,186,0.0,0.0,Hein,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],531,68,518,56,487,42,531,68,0.0,0.0,0.0,0.0,0.0,0.0,648,55,466,63,535,68,335,47,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,1,1.0,1.0,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,19675,441,19526,250,0.0,0.0,Setford,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],498,50,484,37,452,23,498,50,0.0,0.0,0.0,0.0,0.0,0.0,733,86,432,45,502,50,362,52,0.0,0.0,0.0
4,True,True,0.0,0.0,226597,0,0,3,-3,3,2,0.0,0.0,0,Gabriel,0.2,5,True,Thigh injury - Unknown return date,2025-11-17T12:00:07.436586Z,63,226597.jpg,7.4,False,dos Santos Magalhães,16.3,False,,i,1,3,81,3879606,1087,4374264,59917,0.0,12.9,Gabriel,30.0,2020-09-01,1997-12-19,False,p226597,990,1,2,7,5,0,0,0,1,0,0,13,279,318.6,62.6,88.0,46.9,88,15,12,100,11,0.82,0.69,1.51,6.17,,,,,,,[],38,19,222,60,161,32,104,30,0.07,0.0,0.06,0.13,0.56,0.45,72,2,376,131,2,1,24,8,1.0,0.64,9.09
5,True,True,75.0,75.0,462424,0,0,0,0,0,2,1.2,1.2,0,William,0.6,6,False,Knock - 75% chance of playing,2025-11-30T22:30:08.957329Z,60,462424.jpg,3.7,False,Saliba,11.2,False,,d,1,3,41,993979,2534,1582886,27338,0.1,6.8,Saliba,73.0,2019-07-25,2001-03-24,False,p462424,814,0,0,5,4,0,0,0,0,0,0,1,190,185.2,35.6,16.0,23.7,51,35,11,62,10,0.29,0.24,0.53,4.72,,,,,,,[],146,62,282,86,320,106,254,83,0.03,0.0,0.03,0.06,0.52,0.44,91,6,325,113,105,38,35,12,1.11,0.55,6.86
6,True,True,0.0,100.0,466075,0,0,3,-3,2,2,0.0,3.2,1,Riccardo,2.2,7,False,Suspended until 20 Dec,2025-12-06T20:00:08.845719Z,58,466075.jpg,4.7,False,Calafiori,14.8,False,,s,1,3,71,2369281,17103,1092861,79468,0.4,12.2,Calafiori,106.0,2024-07-29,2002-05-19,False,p466075,1166,1,2,8,7,0,0,0,5,0,0,4,262,203.8,100.3,219.0,52.2,50,54,27,77,15,2.49,0.33,2.82,6.97,,,,,,,[],134,57,155,36,46,3,86,23,0.19,0.0,0.03,0.22,0.54,0.54,109,8,174,58,32,18,25,9,1.16,0.62,5.94
7,True,True,,,445122,1,-1,10,-10,2,2,3.4,3.4,3,Jurriën,2.4,8,False,,,65,445122.jpg,5.2,False,Timber,35.3,False,,a,1,3,78,4564744,69245,846441,23586,0.4,12.0,J.Timber,152.0,2023-07-14,2001-06-17,False,p445122,1197,2,3,6,9,0,0,0,2,0,0,7,282,294.0,199.1,246.0,74.1,41,49,40,81,13,3.11,0.72,3.83,8.29,,,,,,,[],57,25,60,12,35,1,30,1,0.23,0.0,0.05,0.28,0.62,0.68,57,1,156,52,18,9,5,2,0.98,0.45,6.09
8,True,False,0.0,0.0,440854,0,0,-1,1,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.1,False,,u,1,3,0,1119,0,10644,6,0.0,0.0,Kiwior,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],739,250,738,250,734,249,739,250,0.0,0.0,0.0,0.0,0.0,0.0,168,19,722,245,737,248,566,203,0.0,0.0,0.0
9,True,True,,,499169,0,0,-4,4,0,2,1.4,1.4,1,Myles,0.4,10,False,,,51,499169.jpg,0.8,False,Lewis-Skelly,1.5,False,,a,1,3,8,60245,1696,375158,1048,0.1,1.6,Lewis-Skelly,241.0,2022-12-04,2006-09-26,False,p499169,136,0,0,0,2,0,0,0,2,0,0,0,20,11.6,9.5,4.0,2.4,6,10,2,8,0,0.00,0.02,0.02,2.30,,,,,,,[],401,147,372,126,381,137,416,147,0.0,0.0,0.01,0.01,1.52,1.32,238,37,340,119,447,152,146,59,0.0,0.0,5.29
