,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,0,0,5,-5,1,1,4.3,4.8,3,David,3.8,1,True,,,60,154561.jpg,4.0,False,Raya Martín,34.5,False,,a,1,3,112,3936283,10520,2247584,40969,0.6,18.7,Raya,,200.0,2024-07-04,1995-09-15,False,p154561,2520,0,0,13,21,0,0,0,1,0,41,5,450,410.6,33.4,0.0,44.5,25,239,1,0,28,0.00,0.05,0.05,19.38,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",97,16,367,3,809,94,257,15,0.0,1.46,0.0,0.0,0.69,0.75,86,1,85,10,72,7,7,1,1.0,0.46,0.0
1,True,True,,,109745,0,0,-4,4,0,1,0.5,1.0,0,Kepa,0.0,2,False,,,41,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,14251,100,75970,221,0.0,0.0,Arrizabalaga,,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",622,85,615,73,586,60,625,85,0.0,0.0,0.0,0.0,0.0,0.0,650,36,511,77,633,85,282,36,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,47969,59,0.0,0.0,Hein,,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",582,73,575,61,543,48,585,73,0.0,0.0,0.0,0.0,0.0,0.0,686,54,467,65,593,73,372,54,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,1,0.5,1.0,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,33250,161,32613,161,0.0,0.0,Setford,,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",554,58,544,43,510,30,557,58,0.0,0.0,0.0,0.0,0.0,0.0,775,90,437,49,565,58,355,52,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,0,0,11,-11,4,2,5.1,5.6,2,Gabriel,4.6,5,True,,2025-11-17T12:00:07.436586Z,71,226597.jpg,6.5,False,dos Santos Magalhães,42.8,False,,a,1,3,144,8009470,19604,5122659,37843,0.6,20.3,Gabriel,Gabriel Magalhães,30.0,2020-09-01,1997-12-19,False,p226597,1895,3,3,12,14,0,0,0,2,0,0,18,496,621.4,104.5,192.0,91.6,160,38,26,186,21,1.84,1.02,2.86,12.90,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",21,10,243,69,131,25,88,22,0.09,0.0,0.05,0.14,0.61,0.66,33,1,46,13,2,1,4,1,1.0,0.57,8.83
5,True,True,100.0,100.0,462424,0,0,1,-1,0,2,3.7,4.2,2,William,3.2,6,False,,2026-01-28T04:30:08.458028Z,61,462424.jpg,3.7,False,Saliba,13.7,False,,a,1,3,86,1852309,6847,2130489,35299,0.5,14.1,Saliba,,73.0,2019-07-25,2001-03-24,False,p462424,1894,0,0,10,15,0,0,0,1,0,0,4,386,366.4,124.5,39.0,53.0,107,86,25,132,22,0.62,0.61,1.23,13.05,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",124,55,217,54,336,110,225,75,0.03,0.0,0.03,0.06,0.62,0.71,84,4,113,39,103,38,25,9,1.05,0.48,6.27
6,True,True,100.0,100.0,466075,0,0,1,-1,2,2,2.3,2.8,0,Riccardo,1.8,7,False,,2025-12-27T22:00:11.031357Z,56,466075.jpg,4.3,False,Calafiori,6.3,False,,a,1,3,86,2628844,1210,2421932,12996,0.3,15.4,Calafiori,,106.0,2024-07-29,2002-05-19,False,p466075,1347,1,2,10,8,0,0,0,5,0,0,4,308,228.6,109.3,230.0,56.8,61,59,30,91,17,2.77,0.40,3.17,7.79,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",229,88,235,64,101,12,210,70,0.19,0.0,0.03,0.22,0.52,0.53,132,14,211,80,47,21,59,20,1.14,0.67,6.08
7,True,True,100.0,100.0,445122,0,0,9,-9,2,2,3.9,4.4,3,Jurriën,3.4,8,True,,2026-01-28T04:30:08.479318Z,64,445122.jpg,4.7,False,Timber,28.9,False,,a,1,3,127,6448964,14003,3525326,124223,0.5,19.8,J.Timber,,152.0,2023-07-14,2001-06-17,False,p445122,2235,2,5,12,19,0,0,0,5,0,0,7,471,453.0,369.5,348.0,117.4,68,91,58,126,25,4.30,1.44,5.74,14.76,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",74,34,55,8,57,1,43,4,0.17,0.0,0.06,0.23,0.59,0.77,59,2,104,34,23,8,12,3,1.01,0.48,5.07
8,True,False,0.0,0.0,440854,0,0,-1,1,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10889,4,0.0,0.0,Kiwior,,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",800,265,799,265,797,265,800,265,0.0,0.0,0.0,0.0,0.0,0.0,174,20,776,261,800,265,590,210,0.0,0.0,0.0
9,True,True,,,499169,0,0,-4,4,0,2,0.5,1.0,0,Myles,0.0,10,False,,,51,499169.jpg,0.9,False,Lewis-Skelly,1.4,False,,a,1,3,12,133804,340,463232,837,0.0,2.4,Lewis-Skelly,,241.0,2022-12-04,2006-09-26,False,p499169,311,0,0,0,5,0,0,0,3,0,0,0,36,31.2,45.5,18.0,9.4,10,14,4,14,1,0.05,0.06,0.11,5.26,,,,,,,"[{'property': 'blank_gw', 'notes': 'This player currently has no Premier League fixture in Gameweek 31.', 'gameweek': 31, 'url': None}]",427,160,347,120,384,136,416,150,0.01,0.0,0.02,0.03,1.52,1.45,238,35,756,257,506,175,160,63,0.29,0.0,4.05
