,can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,price_change_percent,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,known_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,scout_risks,scout_news_link,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
0,True,True,,,154561,1,-1,7,-7,0,2,1,8.8,9.3,6,David,7.8,1,True,,,62,154561.jpg,4.4,False,Raya Martín,36.5,False,,a,1,3,162,4884472,42596,2953967,19082,1.3,26.1,Raya,,200.0,2024-07-04,1995-09-15,False,p154561,3330,0,0,19,26,0,0,0,1,0,60,11,633,541.6,33.5,0.0,57.5,37,304,1,0,37,0.00,0.07,0.07,27.56,,,,,,,[],,105,17,390,3,832,97,272,17,0.0,1.62,0.0,0.0,0.74,0.7,72,1,2,1,37,3,6,1,1.0,0.51,0.0
1,True,True,,,109745,0,0,-5,5,0,0,1,1.0,1.5,0,Kepa,0.0,2,False,,,40,109745.jpg,0.0,False,Arrizabalaga Revuelta,0.4,False,,a,1,3,0,17471,1145,79441,161,0.0,0.0,Arrizabalaga,,200.0,2025-07-01,1994-10-03,False,p109745,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,578,67,570,54,538,40,581,67,0.0,0.0,0.0,0.0,0.0,0.0,679,44,460,55,590,67,292,37,0.0,0.0,0.0
2,True,False,0.0,0.0,463748,0,0,0,0,0,0,1,0.0,0.0,0,Karl,0.0,3,False,Has joined Werder Bremen on loan for the rest of the season.,2025-08-26T13:44:02.357864Z,40,463748.jpg,0.0,False,Hein,0.2,False,,u,1,3,0,5545,0,48715,34,0.0,0.0,Hein,,67.0,2020-10-28,2002-04-13,False,p463748,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,595,76,588,64,556,50,598,76,0.0,0.0,0.0,0.0,0.0,0.0,700,54,479,65,607,76,382,54,0.0,0.0,0.0
3,True,True,,,551221,0,0,-1,1,0,0,1,1.0,1.5,0,Tommy,0.0,4,False,,,39,551221.jpg,0.0,False,Setford,0.2,False,,a,1,3,0,34437,67,35884,120,0.0,0.0,Setford,,241.0,2024-07-24,2006-03-13,False,p551221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,567,61,556,45,523,31,570,61,0.0,0.0,0.0,0.0,0.0,0.0,791,90,445,48,579,61,374,53,0.0,0.0,0.0
4,True,True,100.0,100.0,226597,0,0,13,-13,0,5,2,8.8,9.3,6,Gabriel,7.8,5,True,,2026-03-24T00:00:10.555559Z,73,226597.jpg,6.7,False,dos Santos Magalhães,46.0,False,,a,1,3,208,9210186,31991,5907479,34645,1.1,28.5,Gabriel,Gabriel Magalhães,30.0,2020-09-01,1997-12-19,False,p226597,2705,3,5,18,19,0,0,0,4,0,0,30,717,813.6,128.1,298.0,123.9,234,63,38,272,30,2.94,1.75,4.69,21.08,,,,,,,[],,24,8,269,75,111,16,91,21,0.1,0.0,0.06,0.16,0.7,0.63,25,1,3,1,3,1,4,1,1.0,0.6,9.05
5,True,True,100.0,100.0,462424,1,-1,3,-3,0,2,2,7.5,8.0,8,William,6.5,6,False,,2026-03-23T13:00:10.244912Z,63,462424.jpg,4.4,False,Saliba,17.2,False,,a,1,3,137,2675381,34709,2507402,15245,1.0,21.7,Saliba,,73.0,2019-07-25,2001-03-24,False,p462424,2614,1,0,15,20,0,0,0,2,0,0,12,581,552.6,201.0,90.0,84.3,158,113,35,193,30,0.88,1.21,2.09,20.41,,,,,,,[],,99,45,198,51,297,88,182,61,0.03,0.0,0.04,0.07,0.7,0.69,69,2,11,3,38,14,19,7,1.03,0.52,6.64
6,True,True,100.0,75.0,466075,0,0,1,-1,0,2,2,4.8,4.0,8,Riccardo,3.8,7,False,,2026-05-11T00:00:10.879576Z,56,466075.jpg,4.3,False,Calafiori,5.9,False,,a,1,3,108,2694003,4114,2530417,2487,0.7,19.3,Calafiori,,106.0,2024-07-29,2002-05-19,False,p466075,1652,1,2,13,8,0,0,0,5,0,0,6,385,281.8,175.2,309.0,76.7,70,72,32,102,21,3.36,0.66,4.02,9.67,,,,,,,[],,255,101,223,57,103,13,209,74,0.18,0.0,0.04,0.22,0.53,0.44,131,13,78,21,40,16,69,21,1.14,0.71,5.56
7,True,True,25.0,0.0,445122,0,0,5,-5,0,3,2,0.2,0.0,0,Jurriën,0.0,8,False,Lack of match fitness - 25% chance of playing,2026-03-23T13:00:10.259821Z,60,445122.jpg,5.0,False,Timber,15.3,False,,d,1,3,149,6784568,177,5647142,29103,0.0,24.8,J.Timber,,152.0,2023-07-14,2001-06-17,False,p445122,2452,3,6,13,20,0,0,0,5,0,0,9,532,499.0,402.6,352.0,125.7,82,97,66,148,28,4.71,1.53,6.24,17.45,,,,,,,[],https://www.arsenal.com/news/every-word-artetas-pre-crystal-palace-presser?utm_source=premier_league&utm_medium=referral&utm_campaign=fantasy&utm_content=injuries-flag,125,55,84,21,84,9,87,19,0.17,0.0,0.06,0.23,0.64,0.73,84,5,823,269,13,3,21,8,1.03,0.48,5.43
8,True,False,0.0,0.0,440854,0,0,-1,1,0,0,2,0.0,0.0,0,Jakub,0.0,9,False,has joined Porto on loan for the rest of the season.,2025-09-02T13:37:25.929594Z,54,440854.jpg,0.0,False,Kiwior,0.0,False,,u,1,3,0,1119,0,10954,5,0.0,0.0,Kiwior,,172.0,2023-01-23,2000-02-15,False,p440854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,,,,,,,[],,823,270,824,270,822,270,823,270,0.0,0.0,0.0,0.0,0.0,0.0,165,20,804,267,824,270,595,212,0.0,0.0,0.0
9,True,True,,,499169,0,0,-5,5,0,0,2,4.5,5.0,1,Myles,3.5,10,False,,,50,499169.jpg,1.4,False,Lewis-Skelly,1.9,False,,a,1,3,27,209107,3551,474095,2240,0.7,5.4,Lewis-Skelly,,241.0,2022-12-04,2006-09-26,False,p499169,607,0,0,2,7,0,0,0,3,0,0,0,98,68.6,69.3,29.0,16.6,16,25,8,24,4,0.10,0.18,0.28,8.03,,,,,,,[],,410,153,338,115,377,129,404,144,0.01,0.0,0.03,0.04,1.19,1.04,268,41,89,24,433,157,140,56,0.59,0.3,3.56
