,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text
0,100.0,100.0,80201,0,0,-5,5,1,1,0.5,0.0,0,Bernd,0.0,1,False,,2022-02-11T08:00:15.144286Z,45,80201.jpg,2.5,Leno,0.9,False,,a,1,3,10,80090,8,202051,88,0.0,2.2,Leno,360,0,0,1,9,0,0,0,0,0,10,0,69,85.0,0.0,0.0,8.5,383,29,608,69,590,60,434,30,,,,,,
1,0.0,0.0,115918,0,0,0,0,0,1,0.0,0.0,0,Rúnar Alex,0.0,2,False,Joined OH Leuven on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.069158Z,40,115918.jpg,0.0,Rúnarsson,0.5,False,,u,1,3,0,19017,0,80229,6,0.0,0.0,Rúnarsson,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,533,54,519,33,483,19,537,54,,,,,,
2,0.0,0.0,47431,0,0,-2,2,0,3,0.0,0.0,0,Willian,0.0,3,False,Transferred to Corinthians,2021-08-20T09:30:14.065783Z,63,47431.jpg,0.0,Borges Da Silva,0.1,False,,u,1,3,0,914,0,20515,1,0.0,0.0,Willian,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,722,301,722,301,722,301,722,301,,,,,,
3,0.0,0.0,54694,0,0,-4,4,0,4,0.0,0.0,0,Pierre-Emerick,0.0,4,False,Left club by mutual consent,2022-02-02T08:21:28.428217Z,96,54694.jpg,3.1,Aubameyang,1.2,False,,u,1,3,44,742898,0,898323,44,0.0,4.6,Aubameyang,1036,4,1,6,16,0,0,2,3,0,0,7,131,217.6,132.4,582.0,92.9,270,33,228,35,49,20,136,27,,,,,,
4,100.0,100.0,58822,0,0,-3,3,0,2,1.7,1.2,2,Cédric,1.2,5,False,,2022-01-13T23:00:13.573747Z,42,58822.jpg,1.9,Soares,0.5,False,,a,1,3,30,58642,133,41757,126,0.3,7.1,Cédric,1148,0,0,3,20,0,0,0,3,0,0,0,225,211.4,249.0,67.0,52.9,274,106,146,33,315,103,264,88,2.0,,,,,
5,100.0,100.0,59966,0,0,-2,2,1,4,1.5,1.0,0,Alexandre,1.0,6,False,,2022-04-15T13:30:18.009482Z,83,59966.jpg,3.3,Lacazette,4.8,False,,a,1,3,86,1718743,111,1518234,5336,0.1,10.4,Lacazette,1704,4,8,10,16,0,0,1,0,0,0,3,291,376.4,384.1,724.0,148.1,154,16,77,10,33,13,48,13,,,5.0,,1.0,
6,100.0,100.0,84450,0,0,-2,2,0,3,4.1,3.6,6,Granit,3.6,7,False,,2022-01-10T00:00:11.840953Z,48,84450.jpg,2.3,Xhaka,0.4,False,,a,1,3,51,34704,194,90627,39,0.8,10.6,Xhaka,1905,1,2,6,30,0,0,0,8,1,0,2,279,278.4,362.1,224.0,86.5,228,91,87,60,172,96,158,86,,,4.0,,,
7,0.0,0.0,92371,0,0,-3,3,0,2,0.0,0.0,0,Pablo,0.0,8,False,Joined Udinese on loan until the end of the season - Expected back 01 Jul,2022-01-20T22:30:17.110379Z,42,92371.jpg,0.5,Marí,0.1,False,,u,1,3,1,5760,0,15040,2,0.0,0.2,Marí,180,0,0,0,4,0,0,0,1,0,0,0,35,55.4,12.3,11.0,7.9,406,157,419,155,407,153,436,157,,,,,,
8,0.0,0.0,98745,0,0,-2,2,0,2,0.0,0.0,0,Héctor,0.0,9,False,Joined Real Betis on a season-long loan - Expected back 01 Jul,2021-08-31T22:00:09.090880Z,48,98745.jpg,0.0,Bellerín,0.2,False,,u,1,3,0,3737,0,70712,1,0.0,0.0,Bellerín,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,690,243,689,243,677,242,690,243,,,,,,
9,0.0,0.0,111457,0,0,-3,3,0,2,0.0,0.0,0,Sead,0.0,11,False,Contract ended by mutual consent,2022-01-13T23:00:13.612208Z,42,111457.jpg,0.0,Kolasinac,0.1,False,,u,1,3,0,3727,0,11624,0,0.0,0.0,Kolasinac,91,0,0,0,5,0,0,0,1,0,0,0,6,4.2,0.2,0.0,0.4,486,180,482,178,541,223,503,180,,,,,,
10,100.0,100.0,153256,0,0,-1,1,0,3,1.7,1.2,4,Mohamed Naser,1.2,12,False,,2022-01-01T17:00:18.558719Z,44,153256.jpg,1.9,El Sayed Elneny,0.3,False,,a,1,3,17,37773,321,74047,17,0.3,3.9,Elneny,351,0,2,0,9,0,0,0,1,0,0,0,83,60.6,62.8,15.0,13.9,403,169,316,166,401,194,405,176,,,,,,
11,0.0,0.0,154043,0,0,-3,3,0,3,0.0,0.0,0,Ainsley,0.0,13,False,Season-long loan to Roma,2022-01-10T11:28:00.855474Z,52,154043.jpg,1.5,Maitland-Niles,0.0,False,,u,1,3,12,4745,0,9763,3,0.0,2.3,Maitland-Niles,263,0,0,2,4,0,0,0,0,0,0,0,44,42.6,41.3,9.0,9.3,426,181,353,175,415,201,426,188,,,,,,
12,100.0,100.0,156074,0,0,-4,4,0,2,0.9,0.4,1,Rob,0.4,14,False,,2021-09-11T17:30:15.865590Z,41,156074.jpg,1.6,Holding,0.6,False,,a,1,3,18,74867,85,188816,40,0.1,4.4,Holding,538,0,0,2,10,0,0,0,2,0,0,0,103,150.6,3.5,30.0,18.5,330,125,444,164,371,137,383,141,,,,,,
13,0.0,0.0,167199,0,0,0,0,1,3,0.0,0.0,0,Thomas,0.2,15,False,Thigh injury - Unknown return date,2022-04-04T22:30:18.034453Z,50,167199.jpg,3.0,Partey,0.3,False,,i,1,3,71,92396,5,85408,113,0.0,14.2,Partey,2027,2,2,10,25,0,0,0,6,0,0,4,345,359.6,275.5,394.0,103.0,169,60,132,89,88,51,113,69,,,3.0,,,
14,0.0,0.0,192895,0,0,0,0,3,2,0.0,0.0,0,Kieran,0.0,16,False,Knee injury - Unknown return date,2022-04-04T22:30:18.048398Z,50,192895.jpg,4.8,Tierney,5.8,False,,i,1,3,106,2015514,10,2156987,2894,0.0,21.2,Tierney,1916,1,3,11,21,0,0,0,0,0,0,11,454,365.2,335.9,198.0,90.1,164,70,103,19,191,41,146,35,,,,,,
15,100.0,100.0,195735,0,0,-6,6,0,3,0.9,0.4,0,Nicolas,0.4,17,False,,2022-04-04T22:30:18.062274Z,69,195735.jpg,2.3,Pépé,0.8,False,,a,1,3,39,137211,13,357177,58,0.1,5.7,Pépé,630,1,3,2,8,0,0,0,0,0,0,1,113,118.0,201.2,387.0,70.3,359,150,169,105,93,54,214,103,6.0,,2.0,,2.0,
16,0.0,0.0,198849,0,0,0,0,0,3,0.0,0.0,0,Lucas,0.0,18,False,Joined Fiorentina on a season-long loan - Expected back 01 Jul,2021-08-25T22:00:08.179808Z,45,198849.jpg,0.0,Torreira,0.1,False,,u,1,3,0,6292,0,34004,3,0.0,0.0,Torreira,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,622,238,617,239,600,236,624,239,,,,,,
17,100.0,100.0,205533,0,0,-1,1,1,4,4.3,3.8,2,Edward,3.8,20,False,,2021-08-08T18:00:05.173437Z,54,205533.jpg,2.0,Nketiah,1.8,False,,a,1,3,32,208633,9938,58466,299,0.7,5.9,Nketiah,415,2,1,0,10,0,0,0,1,0,0,3,99,120.2,86.1,127.0,33.1,353,44,276,42,241,49,331,48,,,,,,
18,100.0,100.0,209289,0,0,2,-2,1,3,3.3,2.8,2,Emile,2.8,21,False,,2022-03-07T09:30:13.243078Z,57,209289.jpg,4.2,Smith Rowe,10.7,False,,a,1,3,122,3864650,1527,3596929,1520,0.5,21.4,Smith Rowe,1816,10,2,8,28,0,0,0,0,0,0,9,427,544.4,433.9,574.0,155.1,73,28,64,48,52,30,42,30,3.0,,,,,
19,100.0,100.0,223340,0,0,3,-3,4,3,5.1,4.6,10,Bukayo,4.6,22,True,,2022-01-13T23:00:13.665796Z,68,223340.jpg,4.9,Saka,31.0,False,,a,1,3,161,4780681,10036,3190705,1748,0.7,23.7,Saka,2568,11,7,13,31,0,0,0,5,0,0,15,521,687.6,865.0,1185.0,273.5,21,9,5,4,6,3,4,4,1.0,,,,3.0,
