,GW,element,web_name,element_type,team,team_name,team_code,now_cost,total_points
254,13,84,Tarkowski,2,5,Burnley,90,55,17
118,13,28,Hourihane,3,2,Aston Villa,7,57,14
221,13,342,Son,3,17,Spurs,6,97,13
278,13,301,Fleck,3,15,Sheffield Utd,49,47,13
23,13,12,Lacazette,4,1,Arsenal,3,92,12
257,13,166,Vardy,4,9,Leicester,13,97,12
358,13,233,Rashford,4,12,Man Utd,1,89,11
521,13,280,Krul,1,14,Norwich,45,46,11
303,13,415,Moutinho,3,20,Wolves,39,53,10
462,13,217,Mahrez,3,11,Man City,43,86,10
523,13,287,Cantwell,3,14,Norwich,45,45,10
81,13,14,Leno,1,1,Arsenal,3,48,9
419,13,93,Pope,1,5,Burnley,90,52,9
465,13,187,Firmino,4,10,Liverpool,14,93,9
484,13,192,Mané,3,10,Liverpool,14,121,9
510,13,58,Steve Cook,2,3,Bournemouth,91,50,9
51,13,30,El Ghazi,3,2,Aston Villa,7,52,8
63,13,265,Pérez,3,9,Leicester,13,60,8
67,13,161,Chilwell,2,9,Leicester,13,54,8
196,13,458,Guilbert,2,2,Aston Villa,7,43,8
409,13,119,Kanté,3,6,Chelsea,8,50,8
44,13,377,Ogbonna,2,19,West Ham,21,45,7
113,13,91,Wood,4,5,Burnley,90,62,7
318,13,215,De Bruyne,3,11,Man City,43,106,7
342,13,345,Lucas Moura,3,17,Spurs,6,70,7
350,13,70,Mousset,4,15,Sheffield Utd,49,43,7
375,13,432,Kovacic,3,6,Chelsea,8,53,7
385,13,309,Targett,2,2,Aston Villa,7,43,7
455,13,409,Jiménez,4,20,Wolves,39,80,7
459,13,159,Pereira,2,9,Leicester,13,62,7
526,13,94,Heaton,1,2,Aston Villa,7,43,7
545,13,133,Zaha,3,7,Crystal Palace,31,66,7
34,13,181,Robertson,2,10,Liverpool,14,70,6
56,13,90,Barnes,4,5,Burnley,90,61,6
72,13,273,Godfrey,2,14,Norwich,45,44,6
130,13,313,Ings,4,16,Southampton,20,76,6
181,13,452,Konsa,2,2,Aston Villa,7,43,6
212,13,338,Kane,4,17,Spurs,6,110,6
236,13,29,Grealish,3,2,Aston Villa,7,59,6
287,13,162,Evans,2,9,Leicester,13,53,6
310,13,168,Schmeichel,1,9,Leicester,13,55,6
395,13,389,Antonio,3,19,West Ham,21,71,6
443,13,86,Bardsley,2,5,Burnley,90,44,6
495,13,336,Aurier,2,17,Spurs,6,51,6
533,13,445,Mings,2,2,Aston Villa,7,44,6
558,13,164,Söyüncü,2,9,Leicester,13,49,6
7,13,417,Traoré,3,20,Wolves,39,56,5
39,13,135,Townsend,3,7,Crystal Palace,31,56,5
65,13,344,Alli,3,17,Spurs,6,83,5
74,13,83,Mee,2,5,Burnley,90,49,5
109,13,275,Zimmermann,2,14,Norwich,45,44,5
127,13,243,James,3,12,Man Utd,1,57,5
156,13,410,Jota,4,20,Wolves,39,60,5
256,13,321,Ward-Prowse,3,16,Southampton,20,57,5
365,13,396,Noble,3,19,West Ham,21,49,5
371,13,234,Greenwood,4,12,Man Utd,1,48,5
386,13,274,Aarons,2,14,Norwich,45,42,5
423,13,501,McBurnie,4,15,Sheffield Utd,49,55,5
447,13,11,Aubameyang,4,1,Arsenal,3,109,5
479,13,75,Fraser,3,3,Bournemouth,91,68,5
485,13,454,Byram,2,14,Norwich,45,43,5
518,13,278,Pukki,4,14,Norwich,45,64,5
198,13,504,Martinelli,4,1,Arsenal,3,42,4
468,13,393,Snodgrass,3,19,West Ham,21,50,4
470,13,443,Rodrigo,3,11,Man City,43,53,4
27,13,193,Chamberlain,3,10,Liverpool,14,61,3
30,13,189,Alisson,1,10,Liverpool,14,62,3
162,13,470,Douglas Luiz,3,2,Aston Villa,7,43,3
164,13,97,McNeil,3,5,Burnley,90,60,3
217,13,172,Barnes,3,9,Leicester,13,58,3
235,13,102,Cork,3,5,Burnley,90,49,3
250,13,171,Maddison,3,9,Leicester,13,73,3
268,13,100,Hendrick,3,5,Burnley,90,54,3
279,13,297,Lundstram,2,15,Sheffield Utd,49,46,3
280,13,31,McGinn,3,2,Aston Villa,7,52,3
289,13,198,Henderson,3,10,Liverpool,14,52,3
367,13,262,Dubravka,1,13,Newcastle,4,51,3
376,13,47,Ryan,1,4,Brighton,36,47,3
427,13,284,Hernández,3,14,Norwich,45,53,3
478,13,305,Bertrand,2,16,Southampton,20,48,3
544,13,176,Ndidi,3,9,Leicester,13,50,3
556,13,448,Tielemans,3,9,Leicester,13,61,3
3,13,516,Mooy,3,4,Brighton,36,47,2
4,13,494,Ramsdale,1,3,Bournemouth,91,44,2
6,13,368,Doucouré,3,18,Watford,57,54,2
21,13,289,Tettey,3,14,Norwich,45,44,2
26,13,318,McCarthy,1,16,Southampton,20,45,2
31,13,500,Saint-Maximin,3,13,Newcastle,4,52,2
49,13,239,Martial,3,12,Man Utd,1,85,2
57,13,101,Westwood,3,5,Burnley,90,55,2
68,13,204,Mendy,2,11,Man City,43,55,2
92,13,67,Callum Wilson,4,3,Bournemouth,91,74,2
101,13,139,Kouyaté,3,7,Crystal Palace,31,48,2
108,13,431,Pulisic,3,6,Chelsea,8,74,2
117,13,403,Coady,2,20,Wolves,39,51,2
140,13,235,de Gea,1,12,Man Utd,1,53,2
143,13,303,McGoldrick,4,15,Sheffield Utd,49,54,2
144,13,219,David Silva,3,11,Man City,43,75,2
146,13,54,Pröpper,3,4,Brighton,36,48,2
149,13,395,Rice,3,19,West Ham,21,47,2
150,13,186,Lovren,2,10,Liverpool,14,53,2
158,13,511,Sidibé,2,8,Everton,11,50,2
165,13,212,Ederson,1,11,Man City,43,61,2
174,13,350,Dier,3,17,Spurs,6,48,2
179,13,373,Capoue,3,18,Watford,57,48,2
188,13,221,Fernandinho,3,11,Man City,43,51,2
195,13,244,Fred,3,12,Man Utd,1,51,2
203,13,199,Wijnaldum,3,10,Liverpool,14,54,2
204,13,363,Deulofeu,4,18,Watford,57,61,2
229,13,271,Hayden,3,13,Newcastle,4,44,2
251,13,138,McArthur,3,7,Crystal Palace,31,52,2
284,13,402,Jonny,2,20,Wolves,39,55,2
286,13,269,Shelvey,3,13,Newcastle,4,49,2
288,13,468,Ayew,4,7,Crystal Palace,31,51,2
290,13,148,Pickford,1,8,Everton,11,52,2
314,13,286,McLean,3,14,Norwich,45,48,2
329,13,420,Dendoncker,3,20,Wolves,39,44,2
330,13,421,Trossard,3,4,Brighton,36,58,2
336,13,79,Lewis Cook,3,3,Bournemouth,91,50,2
345,13,134,Milivojevic,3,7,Crystal Palace,31,67,2
383,13,401,Doherty,2,20,Wolves,39,65,2
390,13,15,Özil,3,1,Arsenal,3,69,2
