Pos,Name,BV,SV,Team,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,32,0.891,46,2.215,47,1.88,37,1.154,40,1.142,43,1.626,37,1.593,40,1.857
M,Aubameyang,11.6,11.6,Arsenal,85,4.279,81,5.848,81,5.369,80,4.729,77,4.348,77,4.861,76,5.31,74,5.204
D,Cédric,4.7,4.7,Arsenal,1,0.031,1,0.051,2,0.086,2,0.068,1,0.032,2,0.082,3,0.139,2,0.099
F,Lacazette,8.3,8.3,Arsenal,55,2.551,54,3.356,50,2.945,54,2.882,50,2.591,52,2.911,48,2.946,45,2.759
D,Mustafi,5.0,5.0,Arsenal,4,0.114,1,0.048,1,0.041,0,0,0,0,0,0,0,0,1,0.047
G,Leno,5.0,5.0,Arsenal,89,3.413,88,4.239,88,3.844,88,3.496,87,3.33,86,3.675,87,3.932,85,4.019
M,Xhaka,5.3,5.3,Arsenal,57,1.603,57,1.977,52,1.675,49,1.461,49,1.431,46,1.452,45,1.514,44,1.514
D,Marí,4.4,4.4,Arsenal,2,0.054,12,0.539,17,0.636,23,0.673,22,0.591,23,0.815,22,0.888,26,1.139
D,Bellerín,5.2,5.2,Arsenal,88,2.525,84,4.246,81,3.386,81,2.632,81,2.41,80,3.168,80,3.598,79,3.829
G,Martínez,4.8,4.7,Aston Villa,90,3.888,84,3.298,82,3.612,80,3.285,81,3.493,76,2.661,82,2.915,79,2.901
D,Chambers,4.5,4.5,Arsenal,3,0.088,15,0.752,23,0.963,32,1.052,33,0.998,36,1.434,33,1.502,35,1.711
D,Kolasinac,4.8,4.8,Arsenal,1,0.028,9,0.426,9,0.356,14,0.437,13,0.373,13,0.489,14,0.596,16,0.735
D,Maitland-Niles,4.7,4.7,Arsenal,10,0.306,8,0.412,4,0.173,6,0.207,6,0.191,5,0.205,6,0.277,8,0.397
D,Holding,4.4,4.4,Arsenal,70,1.922,49,2.352,44,1.76,41,1.283,37,1.063,37,1.404,42,1.804,41,1.901
D,Tierney,5.4,5.4,Arsenal,81,2.369,79,4.044,76,3.226,72,2.399,73,2.227,70,2.827,72,3.293,68,3.339
M,Pépé,7.6,7.6,Arsenal,0,0,0,0,35,2.013,34,1.77,37,1.846,35,1.929,33,1.997,31,1.888
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,24,1.05,29,1.674,23,1.249,23,1.136,26,1.227,22,1.147,22,1.244,21,1.183
