Pos,Name,BV,SV,Team,9_xMins,9_Pts,10_xMins,10_Pts,11_xMins,11_Pts,12_xMins,12_Pts,13_xMins,13_Pts,14_xMins,14_Pts,15_xMins,15_Pts,16_xMins,16_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.9,4.9,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.5,5.5,Arsenal,80,2.695,77,3.239,73,2.067,73,3.45,74,3.002,69,2.124,70,2.054,71,2.725
M,Aubameyang,11.7,11.7,Arsenal,82,5.229,79,4.907,79,4.212,77,5.683,76,5.21,75,4.489,74,4.273,74,4.757
D,Cédric,4.7,4.7,Arsenal,2,0.076,3,0.136,2,0.064,3,0.152,6,0.265,6,0.207,6,0.197,5,0.212
F,Lacazette,8.4,8.4,Arsenal,50,2.945,52,2.853,51,2.507,52,3.342,50,3.05,49,2.687,49,2.599,48,2.767
D,Mustafi,5.0,5.0,Arsenal,15,0.522,14,0.602,11,0.324,11,0.529,10,0.416,13,0.414,12,0.366,10,0.394
G,Leno,5.0,5.0,Arsenal,88,3.564,87,3.958,87,3.356,86,4.067,85,3.722,85,3.374,85,3.303,84,3.611
M,Xhaka,5.3,5.3,Arsenal,67,2.033,53,1.683,53,1.49,51,1.764,53,1.724,52,1.53,53,1.535,51,1.598
D,Marí,4.4,4.4,Arsenal,0,0,4,0.158,6,0.164,9,0.394,8,0.303,10,0.292,9,0.252,11,0.395
D,Bellerín,5.1,5.1,Arsenal,85,3.16,83,3.815,82,2.571,81,4.168,78,3.465,78,2.678,78,2.534,76,3.218
G,Martínez,4.8,4.7,Aston Villa,90,3.616,86,3.28,85,3.617,81,3.18,81,3.5,83,3.447,81,3.446,82,2.889
D,Chambers,4.5,4.5,Arsenal,0,0,11,0.486,17,0.519,23,1.153,23,0.997,25,0.833,25,0.793,26,1.067
D,Kolasinac,4.8,4.8,Arsenal,0,0,2,0.084,3,0.088,4,0.186,5,0.202,4,0.126,3,0.09,4,0.154
D,Maitland-Niles,4.8,4.8,Arsenal,14,0.524,12,0.541,14,0.443,14,0.709,14,0.617,15,0.517,15,0.492,14,0.586
D,Holding,4.4,4.4,Arsenal,72,2.452,63,2.707,63,1.841,60,2.873,64,2.639,61,1.927,62,1.869,61,2.395
D,Tierney,5.4,5.4,Arsenal,72,2.659,69,3.181,70,2.228,69,3.509,66,2.908,65,2.261,68,2.236,65,2.761
M,Pépé,7.6,7.6,Arsenal,28,1.579,31,1.709,29,1.402,27,1.726,32,1.911,32,1.706,31,1.6,32,1.813
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.8,4.8,Arsenal,1,0.059,0,0,0,0,0,0,0,0,0,0,0,0,0,0
