Pos,Name,BV,SV,Team,15_xMins,15_Pts,16_xMins,16_Pts,17_xMins,17_Pts,18_xMins,18_Pts,19_xMins,19_Pts,20_xMins,20_Pts,21_xMins,21_Pts,22_xMins,22_Pts
M,Özil,6.8,6.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,56,1.514,55,2.026,58,2.634,56,2.474,59,2.759,53,1.767,54,1.604,55,2.113
M,Aubameyang,11.4,11.4,Arsenal,56,2.911,81,4.706,78,5.379,77,5.136,75,5.382,75,4.251,75,4.061,73,4.082
D,Cédric,4.6,4.6,Arsenal,0,0,1,0.039,1,0.048,0,0,1,0.049,1,0.036,1,0.032,2,0.081
F,Lacazette,8.2,8.2,Arsenal,29,1.452,28,1.552,25,1.57,27,1.651,27,1.751,26,1.422,27,1.422,33,1.727
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,1,0.044,1,0.046,1,0.034,2,0.061,1,0.038
G,Leno,4.9,4.9,Arsenal,89,3.324,88,3.694,88,4.011,87,3.911,86,3.959,87,3.521,86,3.297,87,3.744
M,Xhaka,5.2,5.2,Arsenal,62,1.667,57,1.684,58,1.87,59,1.876,56,1.858,58,1.664,55,1.547,57,1.676
D,Marí,4.4,4.4,Arsenal,1,0.028,0,0,2,0.089,3,0.13,3,0.137,4,0.133,4,0.12,2,0.076
D,Bellerín,5.1,5.1,Arsenal,74,2.094,71,2.764,74,3.519,72,3.327,72,3.529,69,2.425,69,2.156,70,2.838
G,Martínez,4.9,4.7,Aston Villa,89,3.754,89,3.123,88,3.116,87,3.245,87,3.384,88,3.741,85,3.237,85,3.35
D,Chambers,4.5,4.5,Arsenal,2,0.057,4,0.151,3,0.137,6,0.268,5,0.238,6,0.205,8,0.247,5,0.197
D,Kolasinac,4.8,4.8,Arsenal,2,0.054,3,0.107,4,0.173,3,0.127,4,0.178,5,0.162,6,0.175,4,0.149
D,Maitland-Niles,4.6,4.6,Arsenal,19,0.555,22,0.869,21,1.004,21,0.978,21,1.035,25,0.898,25,0.798,27,1.104
D,Holding,4.4,4.4,Arsenal,77,2.058,74,2.709,72,3.239,73,3.188,70,3.234,74,2.448,70,2.064,73,2.801
D,Tierney,5.3,5.3,Arsenal,76,2.16,75,2.936,73,3.46,75,3.463,74,3.616,72,2.538,72,2.265,71,2.884
M,Pépé,7.6,7.6,Arsenal,49,2.307,43,2.281,44,2.682,42,2.497,42,2.644,43,2.22,42,2.085,42,2.156
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Arsenal,15,0.646,14,0.661,18,0.97,18,0.941,20,1.096,16,0.747,20,0.897,17,0.774
M,Nelson,5.2,5.2,Arsenal,1,0.045,3,0.15,4,0.226,5,0.274,5,0.29,5,0.245,6,0.284,7,0.338
F,Nketiah,5.5,5.5,Arsenal,50,2.404,49,2.626,48,2.897,48,2.826,49,3.048,48,2.527,45,2.303,45,2.308
M,Smith Rowe,4.4,4.4,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Saka,5.1,5.1,Arsenal,67,2.569,64,2.779,63,3.103,64,3.067,61,2.992,64,2.634,61,2.428,64,2.63
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,28,1.282,23,1.21,28,1.666,27,1.57,26,1.599,30,1.533,29,1.415,24,1.214
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,0,0,0,0,1,0.035,2,0.074,2,0.077,1,0.042,3,0.113,4,0.157
D,El Mohamady,4.3,4.3,Aston Villa,7,0.311,11,0.258,13,0.334,13,0.421,14,0.515,19,0.852,15,0.506,16,0.633
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.3,4.3,Aston Villa,1,0.037,1,0.02,1,0.022,3,0.083,3,0.093,3,0.112,2,0.057,3,0.099
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Hourihane,6.0,6.0,Aston Villa,16,0.753,14,0.532,14,0.544,14,0.585,17,0.749,17,0.797,19,0.804,18,0.859
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Nyland,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Engels,4.4,4.4,Aston Villa,1,0.04,2,0.043,3,0.071,3,0.088,3,0.099,5,0.201,6,0.183,6,0.212
M,Grealish,7.8,7.8,Aston Villa,84,4.835,79,3.301,80,3.448,78,3.8,77,4.087,76,4.357,77,3.853,76,4.359
M,McGinn,5.5,5.5,Aston Villa,83,3.028,80,2.35,82,2.45,78,2.526,77,2.633,77,2.828,78,2.552,75,2.733
D,Hause,4.4,4.4,Aston Villa,34,1.41,19,0.417,21,0.507,24,0.73,25,0.86,27,1.128,26,0.821,29,1.075
M,Trézéguet,5.2,5.2,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Mings,5.3,5.3,Aston Villa,88,3.595,85,1.656,83,1.814,80,2.287,82,2.677,77,3.172,77,2.301,77,2.742
D,Targett,4.6,4.6,Aston Villa,87,3.491,84,1.662,83,1.832,80,2.283,80,2.593,81,3.277,81,2.414,79,2.774
D,Bree,4.5,4.5,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Nakamba,4.3,4.3,Aston Villa,9,0.299,11,0.327,13,0.389,15,0.465,15,0.478,16,0.528,16,0.499,16,0.523
M,El Ghazi,5.7,5.7,Aston Villa,42,2.733,41,1.975,41,2.041,40,2.225,42,2.528,43,2.754,44,2.488,44,2.844
D,Konsa,4.8,4.8,Aston Villa,57,2.4,77,1.556,75,1.695,77,2.261,75,2.523,74,3.108,76,2.33,75,2.739
D,Guilbert,4.3,4.3,Aston Villa,0,0,1,0.02,0,0,1,0.028,0,0,2,0.077,1,0.029,2,0.068
F,Wesley,6.0,6.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Samatta,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Davis,4.3,4.3,Aston Villa,7,0.441,9,0.446,9,0.458,12,0.664,11,0.649,11,0.679,12,0.672,14,0.877
F,Vassilev,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Douglas Luiz,4.9,4.9,Aston Villa,82,2.628,80,2.132,76,2.086,75,2.202,75,2.305,73,2.393,73,2.168,76,2.426
F,Murray,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Lallana,6.2,6.2,Brighton,61,2.243,60,2.187,57,2.168,61,1.879,57,2.126,57,2.331,59,2.088,59,1.885
M,Stephens,4.3,4.3,Burnley,6,0.192,29,0.984,39,1.266,0,0,28,1.649,20,0.639,19,0.555,24,0.692
G,Button,4.0,4.0,West Brom,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Groß,5.8,5.8,Brighton,56,2.47,54,2.361,56,2.572,53,1.883,52,2.398,55,2.796,56,2.355,55,2.042
D,Duffy,4.3,4.3,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Pröpper,4.8,4.8,Brighton,10,0.353,8,0.282,7,0.254,8,0.254,7,0.249,8,0.304,10,0.346,11,0.355
M,Mooy,5.0,5.0,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Burn,4.3,4.3,Brighton,26,0.829,20,0.651,20,0.805,25,0.389,25,0.719,25,1.058,27,0.798,31,0.557
D,Dunk,4.8,4.8,Brighton,87,2.838,84,2.792,82,3.414,82,1.198,81,2.387,81,3.613,78,2.343,79,1.384
D,Montoya,4.5,4.5,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Andone,4.8,4.8,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,March,5.0,5.0,Brighton,65,2.415,70,2.58,69,2.644,66,2.05,68,2.562,66,2.744,65,2.338,65,2.095
D,Webster,4.4,4.4,Brighton,76,2.438,72,2.367,73,2.981,71,1.103,71,2.058,70,2.998,69,2.062,68,1.238
D,Veltman,4.3,4.3,Brighton,51,1.495,46,1.379,45,1.677,48,0.646,45,1.154,46,1.794,46,1.246,48,0.76
F,Maupay,6.1,6.1,Brighton,67,3.381,60,3.03,64,3.273,60,2.383,59,3.224,61,3.567,55,2.699,57,2.406
M,Trossard,5.8,5.8,Brighton,69,3.358,65,3.152,65,3.28,63,2.405,64,3.274,63,3.573,63,2.931,63,2.531
G,Ryan,4.4,4.4,Brighton,77,2.939,75,2.904,75,3.209,75,2.601,75,2.762,74,3.18,76,2.852,74,2.569
M,Jahanbakhsh,5.4,5.4,Brighton,27,1.257,23,1.07,21,1.018,22,0.839,21,1.041,21,1.126,24,1.078,23,0.913
M,Izquierdo,5.5,5.5,Brighton,0,0,15,0.672,19,0.878,24,0.885,30,1.381,27,1.361,28,1.197,27,1.029
D,Clarke,4.4,4.4,Brighton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,White,4.4,4.4,Brighton,66,1.956,67,2.043,69,2.622,66,0.917,67,1.756,67,2.656,66,1.823,65,1.065
D,Bernardo,3.9,3.9,Brighton,1,0.034,1,0.035,1,0.043,1,0.018,2,0.064,2,0.091,4,0.128,3,0.062
M,Bissouma,4.5,4.5,Brighton,79,2.249,76,2.188,75,2.279,73,1.828,72,2.074,70,2.247,69,1.967,68,1.769
D,Lamptey,4.8,4.8,Brighton,40,1.438,59,2.148,59,2.657,58,1.011,59,1.942,58,2.799,59,1.95,58,1.18
F,Connolly,5.3,5.3,Brighton,33,1.563,29,1.372,27,1.299,30,1.18,30,1.511,31,1.645,30,1.366,30,1.228
M,Alzate,4.3,4.3,Brighton,14,0.506,14,0.506,15,0.557,17,0.541,16,0.583,16,0.628,19,0.667,18,0.585
M,Mac Allister,5.3,5.3,Brighton,14,0.601,13,0.553,10,0.437,9,0.324,11,0.484,12,0.577,13,0.537,13,0.484
D,Tarkowski,5.3,5.3,Burnley,88,2.086,85,3.647,84,3.122,0,0,80,3.157,81,2.319,79,1.268,80,1.136
D,Bardsley,4.5,4.5,Burnley,8,0.177,9,0.357,9,0.306,0,0,11,0.4,13,0.341,15,0.221,15,0.195
D,Pieters,4.3,4.3,Burnley,17,0.432,12,0.528,12,0.458,0,0,14,0.597,16,0.475,17,0.3,20,0.312
M,Cork,5.0,5.0,Burnley,0,0,0,0,0,0,0,0,36,2.191,58,1.803,56,1.578,52,1.472
D,Long,4.4,4.4,Burnley,3,0.074,10,0.411,10,0.358,0,0,17,0.683,17,0.477,18,0.302,19,0.283
F,Rodriguez,5.8,5.8,Burnley,55,2.396,52,2.537,52,2.496,0,0,50,4.003,47,2.184,48,1.815,49,1.85
F,Barnes,6.0,6.0,Burnley,39,1.919,35,1.86,35,1.839,0,0,34,2.911,34,1.711,38,1.495,35,1.395
D,Mee,4.9,4.9,Burnley,88,1.982,84,3.528,84,3.009,0,0,82,3.094,80,2.195,79,1.213,76,1.028
M,Westwood,5.3,5.3,Burnley,86,2.639,81,2.822,80,2.703,0,0,72,4.193,67,2.199,70,1.944,65,1.825
M,Gudmundsson,5.4,5.4,Burnley,6,0.248,22,0.985,32,1.373,0,0,33,2.425,32,1.316,32,1.114,32,1.109
F,Wood,6.2,6.2,Burnley,69,3.382,68,3.586,66,3.455,0,0,64,5.504,64,3.221,66,2.592,64,2.531
D,Lowton,4.4,4.4,Burnley,81,1.757,81,3.295,78,2.709,0,0,78,2.855,75,1.988,75,1.124,76,0.995
F,Vydra,4.8,4.8,Burnley,13,0.688,10,0.569,13,0.728,0,0,11,1.021,11,0.592,12,0.521,14,0.606
D,Gibson,3.9,3.9,Burnley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Brady,5.0,5.0,Burnley,60,2.39,58,2.614,49,2.155,0,0,47,3.43,48,1.999,45,1.541,44,1.509
G,Pope,5.4,5.4,Burnley,90,3.378,88,4.043,87,3.739,0,0,82,6.065,86,3.331,86,3.097,86,3.097
D,Taylor,4.5,4.5,Burnley,88,1.963,84,3.517,84,2.99,0,0,81,3.075,79,2.153,79,1.233,76,1.043
M,Brownhill,4.9,4.9,Burnley,86,2.551,77,2.617,73,2.43,0,0,66,3.854,65,2.082,59,1.68,64,1.794
G,Peacock-Farrell,4.0,4.0,Burnley,0,0,1,0.044,2,0.083,0,0,6,0.431,2,0.075,2,0.07,3,0.105
M,McNeil,5.7,5.7,Burnley,84,2.901,81,3.163,82,3.096,0,0,80,5.106,77,2.79,74,2.259,74,2.253
