,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90
0,0.0,0.0,232223,0,0,-1,1,0,4,0.0,0.0,0,Folarin,0.0,1,False,Transferred to Monaco,2023-08-31T08:55:15.272751Z,44,232223.jpg,0.0,Balogun,0.2,False,,u,1,3,0,10024,0,60470,104,0.0,0.0,Balogun,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,613,60,600,61,584,59,618,62,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,526,94,557,54,624,65,314,49,0.0,0.0
1,,,58822,0,0,-1,1,0,2,0.5,1.0,0,Cédric,0.0,2,False,,,39,58822.jpg,0.0,Alves Soares,0.4,False,,a,1,3,0,30476,378,33268,387,0.0,0.0,Cédric,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,475,168,453,166,425,152,479,166,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,724,229,390,132,488,165,252,101,0.0,0.0
2,100.0,100.0,153256,0,0,-1,1,0,3,0.5,1.0,0,Mohamed,0.0,3,False,,2023-08-11T13:00:06.079379Z,44,153256.jpg,4.0,Elneny,0.1,False,,a,1,3,4,12361,72,16001,192,0.0,0.9,M.Elneny,1,0,1,0,0,0,0,0,0,0,0,0,12,1.8,0.5,2.0,0.4,0,0.00,0.00,0.00,0.00,460,213,432,215,409,204,457,212,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,494,285,538,190,56,31,411,135,0.0,0.0
3,0.0,0.0,438098,0,0,-1,1,0,3,0.0,0.0,0,Fábio,-0.5,4,False,Groin Injury - Expected back 20 Jan,2023-12-07T12:00:08.489004Z,54,438098.jpg,2.6,Ferreira Vieira,0.1,False,,i,1,3,21,11413,16,17481,82,-0.1,3.9,Fábio Vieira,236,1,3,1,2,0,0,0,0,1,0,0,62,79.4,63.6,77.0,21.9,2,1.20,0.35,1.55,1.48,292,121,226,127,176,101,265,123,5.0,,,,4.0,,0.46,0.0,0.13,0.59,0.56,0.76,127,80,757,327,196,88,418,138,0.76,0.38
4,100.0,100.0,226597,0,0,-1,1,0,2,3.3,3.8,1,Gabriel,2.8,5,False,,2023-09-30T23:00:07.672676Z,49,226597.jpg,2.9,dos Santos Magalhães,15.8,False,,a,1,3,38,1046281,4672,2366158,16090,0.6,7.8,Gabriel,1014,0,0,4,11,0,0,0,1,0,0,2,192,174.6,42.7,69.0,28.7,11,0.75,0.16,0.91,9.82,168,65,281,92,184,38,218,67,,,,,,,0.07,0.0,0.01,0.08,0.87,0.98,252,33,124,33,156,49,20,6,0.98,0.36
5,,,219847,0,0,-4,4,0,3,4.3,4.8,7,Kai,3.8,6,False,,,71,219847.jpg,2.6,Havertz,1.6,False,,a,1,3,39,58950,3680,359385,931,0.5,5.5,Havertz,824,3,1,3,10,0,0,0,4,0,0,0,114,175.6,173.5,219.0,56.8,9,3.54,0.76,4.30,6.85,166,66,81,59,59,36,84,56,,,,,3.0,,0.39,0.0,0.08,0.47,0.75,1.09,28,16,75,43,198,90,144,45,0.98,0.33
6,100.0,100.0,205651,0,0,-1,1,1,4,4.3,4.8,11,Gabriel,3.8,8,False,,2023-10-24T23:30:07.618920Z,79,205651.jpg,3.3,Fernando de Jesus,3.5,False,,a,1,3,33,603941,23733,555641,4000,0.5,4.2,G.Jesus,583,2,2,4,7,0,0,0,3,0,0,5,100,142.8,131.0,314.0,58.7,7,3.44,0.79,4.23,5.91,206,25,119,13,30,13,77,15,,,,,,,0.53,0.0,0.12,0.65,0.91,1.08,13,5,77,10,110,17,95,16,1.08,0.62
7,100.0,100.0,85955,0,0,-2,2,0,3,1.5,2.0,0,Jorge Luiz,1.0,9,False,,2023-08-07T15:30:05.168632Z,53,85955.jpg,1.4,Frello Filho,0.2,False,,a,1,3,15,8363,68,16562,257,0.2,2.8,Jorginho,383,0,0,1,6,0,0,0,1,0,0,0,66,50.6,64.7,9.0,12.4,4,0.09,0.30,0.39,4.68,333,147,222,126,378,189,337,151,,,,,,,0.02,0.0,0.07,0.09,1.1,1.41,132,82,263,123,350,162,330,103,0.94,0.23
8,,,440854,0,0,-2,2,0,2,1.3,1.8,1,Jakub,0.8,10,False,,,43,440854.jpg,1.8,Kiwior,0.1,False,,a,1,3,11,4261,69,8101,79,0.2,2.6,Kiwior,246,0,0,1,5,0,0,0,0,0,0,0,53,41.4,11.1,18.0,7.2,3,0.37,0.07,0.44,1.35,351,134,379,136,327,111,380,135,,,,,,,0.14,0.0,0.03,0.17,0.49,1.83,603,152,274,88,295,101,426,164,1.1,0.37
9,0.0,0.0,479683,0,0,0,0,0,3,0.0,0.0,0,Marcus,0.0,11,False,Season long loan to FC Nantes,2023-08-14T03:57:12.475590Z,45,479683.jpg,0.0,Oliveira Alencar,0.0,False,,u,1,3,0,819,0,11564,19,0.0,0.0,Marquinhos,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.00,0.00,0.00,0.00,664,264,657,263,649,263,669,267,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,422,245,613,228,672,269,522,185,0.0,0.0
