Pos,Name,BV,SV,Team,21_xMins,21_Pts,22_xMins,22_Pts,23_xMins,23_Pts,24_xMins,24_Pts,25_xMins,25_Pts,26_xMins,26_Pts,27_xMins,27_Pts,28_xMins,28_Pts
M,Özil,6.7,6.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Sokratis,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,David Luiz,5.4,5.4,Arsenal,66,1.954,56,2.216,47,1.534,45,1.734,44,0.998,48,1.514,45,2.009,48,1.717
M,Aubameyang,11.3,11.3,Arsenal,35,1.981,60,3.489,81,4.895,77,5.461,79,3.696,76,4.115,76,4.977,76,4.39
D,Cédric,4.6,4.6,Arsenal,16,0.499,12,0.491,13,0.441,13,0.52,13,0.31,14,0.458,14,0.645,16,0.592
F,Lacazette,8.4,8.4,Arsenal,68,3.711,67,3.678,66,3.799,65,4.381,65,3.023,65,3.407,64,3.977,64,3.578
D,Mustafi,5.0,5.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Leno,5.0,5.0,Arsenal,88,3.417,87,3.815,87,3.464,86,3.567,86,3.114,85,3.374,85,3.905,85,3.529
M,Xhaka,5.2,5.2,Arsenal,74,2.031,69,2.039,68,1.948,67,2.096,67,1.737,67,1.868,66,2.111,64,1.884
D,Marí,4.4,4.4,Arsenal,2,0.059,22,0.866,34,1.096,44,1.659,45,1.008,40,1.252,44,1.95,43,1.525
D,Bellerín,5.1,5.1,Arsenal,73,2.259,71,2.918,71,2.4,70,2.809,70,1.625,69,2.239,69,3.214,68,2.511
G,Martínez,5.1,4.8,Aston Villa,88,3.485,87,3.487,86,3.282,86,3.448,85,3.277,85,3.168,84,3.556,84,3.613
D,Chambers,4.5,4.5,Arsenal,0,0,0,0,1,0.035,1,0.041,1,0.025,8,0.265,1,0.046,1,0.038
D,Kolasinac,4.8,4.8,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Maitland-Niles,4.6,4.6,Arsenal,10,0.31,5,0.203,7,0.237,8,0.316,8,0.194,10,0.327,12,0.547,9,0.331
D,Holding,4.5,4.5,Arsenal,76,2.318,77,3.166,76,2.547,75,2.966,74,1.714,74,2.397,73,3.378,72,2.65
D,Tierney,5.4,5.4,Arsenal,64,2.067,82,3.585,81,2.918,78,3.324,78,1.943,74,2.56,75,3.709,74,2.925
M,Pépé,7.6,7.6,Arsenal,20,1.04,17,0.918,15,0.81,15,0.931,16,0.718,16,0.803,17,1.013,19,1.018
M,Torreira,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Willock,4.7,4.7,Arsenal,4,0.188,4,0.195,4,0.2,4,0.227,5,0.213,5,0.235,5,0.27,5,0.247
M,Nelson,5.1,5.1,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
F,Nketiah,5.4,5.4,Arsenal,9,0.508,8,0.459,7,0.426,9,0.62,8,0.403,8,0.445,9,0.576,9,0.526
M,Smith Rowe,4.5,4.5,Arsenal,53,2.192,54,2.329,54,2.358,54,2.686,53,1.967,39,1.621,32,1.559,32,1.407
M,Saka,5.4,5.4,Arsenal,75,3.54,74,3.766,73,3.823,72,4.396,71,3.01,71,3.42,70,4.064,69,3.532
M,Guendouzi,4.7,4.7,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Martinelli,4.9,4.9,Arsenal,29,1.459,28,1.487,25,1.389,26,1.649,25,1.142,27,1.384,28,1.704,27,1.462
D,Saliba,4.0,4.0,Arsenal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
G,Heaton,4.5,4.5,Aston Villa,3,0.117,3,0.119,3,0.113,3,0.119,3,0.114,3,0.111,3,0.125,4,0.17
D,El Mohamady,4.3,4.3,Aston Villa,4,0.157,7,0.291,7,0.245,7,0.284,6,0.221,7,0.244,7,0.314,9,0.426
M,Lansbury,4.3,4.3,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
D,Taylor,4.2,4.2,Aston Villa,4,0.127,5,0.169,6,0.175,7,0.232,7,0.211,8,0.221,8,0.298,10,0.39
G,Steer,4.0,4.0,Aston Villa,0,0,0,0,0,0,0,0,0,0,1,0.037,0,0,0,0
M,Hourihane,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M,Jota,5.9,5.9,Aston Villa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
